,0,0,0,0,0
60,1樓~全新超美飯店感裝潢~(近永和)優選好屋,獨立套房 5坪 1F/4F,中和區-立人街14巷,距景平站413公尺,9000
61,幸福小窩：溫馨、舒適、便利、近雙捷運優選好屋,獨立套房 8坪 9F/12F,中山區-新生北路一段108號,距松江南京526公尺,15000
62,永安捷運高質感飯店式套房！,獨立套房 8坪 3F/5F,中和區-景新街,no info,17000
63,🚅捷運迴龍站旁🔥全新套房可寵獨立陽台優選好屋,獨立套房 8坪 22F/22F,龍田金融大樓新莊區-萬壽路一段161號,距迴龍站703公尺,12500
64,新板特區F1潔靜套房,獨立套房 11.5坪 13F/24F,F1馥華時尚會館板橋區-新府路148號,距板橋站235公尺,19000
65,新板特區新埔江子翠捷運6分優選好屋,獨立套房 8坪 4F/4F,板橋區-文化路二段124巷,距新埔站256公尺,12000
66,已收訂金～全新裝潢電梯大樓,獨立套房 8.4坪 4F/7F,中山區-中山北路一段105巷,距中山站493公尺,14200
67,民安路套房刷卡式門禁限租女性優選好屋,獨立套房 6坪 6F/6F,新莊區-民安路,no info,7500
68,近亞東醫院站全新套房出租_限女性,獨立套房 6.7坪 2F/5F,板橋區-大明街20巷19弄23號,距府中站642公尺,10000
69,景平捷運站旁超懮套房,獨立套房 8坪 5F/5F,中和區-景平路278巷,距景平站287公尺,10000
70,"全新裝潢,交通便利,近三重國小捷運站",獨立套房 7坪 3F/4F,三重區-三和路三段,距三重國小站57公尺,11000
71,江子翠2號出口3分鐘,獨立套房 8坪 3F/4F,板橋區-文化路二段125巷70號,距江子翠站328公尺,9000
72,全新傢俱裝潢拎包入住湧蓮寺商圈過年優惠,獨立套房 12坪 3F/4F,蘆洲區-中山二路196巷27號,距三民高中站657公尺,13500
73,近環球購物中心『一室一廳』生活機能優渥,獨立套房 16坪 6F/6F,中和區-中山路三段,距中原站556公尺,14000
74,中山國中捷運站全新短租套房(復北民權)優選好屋,獨立套房 7坪 2F/10F,松山區-民權東路三段103巷,距中山國中站206公尺,17000
75,全新裝潢精緻套房,獨立套房 10坪 5F/5F,三重區-龍門路160號,距三重國小站351公尺,12000
76,全新高規格高視野的北歐時尚女性窩居,獨立套房 10坪 12F/14F,世界V1中和區-中山路二段332巷,距中和站242公尺,14800
77,東門捷運仁愛金山靜巷獨立套房優選好屋,獨立套房 12坪 4F/6F,仁愛精典中正區-仁愛路二段38巷,距東門站325公尺,20000
78,捷運永安市場站3分鐘電梯大樓不收管理費優選好屋,獨立套房 11坪 7F/12F,鉅星大廈永和區-中和路381號,距永安市場365公尺,17000
79,附傢俱套房裝潢新近中山國中捷運站,獨立套房 7坪 4F/5F,敦北華城松山區-復興北路231巷,距南京復興站429公尺,12000
80,三重套房捷運先嗇宮站。近家樂福、IKEA優選好屋,獨立套房 7坪 2F/2F,三重區-五谷王北街141巷,距三重站684公尺,9500
81,精心小套房～近新埔捷運走路2分鐘,獨立套房 8坪 4F/4F,板橋區-民有街3號,距環狀線新埔民生站239公尺,12800
82,景美套房廉租近捷運站適合世新學生二人合租,獨立套房 11坪 6F/6F,文山區-景文街175號,距景美站436公尺,9000
83,輔仁大學邊學生套房3分鐘到捷運,獨立套房 6坪 3F/5F,新莊區-中正路516號,距輔大站299公尺,6000
84,不用追垃圾車工業風獨立套房2間優選好屋,獨立套房 7坪 4F/10F,板橋區-三民路二段205號,距板新站701公尺,13000
85,新店首選優質套房倒數一間!,獨立套房 7坪 5F/5F,新店區-德正街27巷,距七張站412公尺,10500
86,精美電梯大套房近捷運站~另可短租,獨立套房 6坪 2F/6F,中原里中山區-新生北路二段41巷,距行天宮站580公尺,15000
87,獨立套房出租,獨立套房 12坪 2F/4F,三重區-大同北路189巷,距三重國小站650公尺,10000
88,"新屋,近台北,中山捷運,獨立套房",獨立套房 10坪 2F/2F,大同區-承德路一段67號,距中山站303公尺,18000
89,三民高中站.代收垃圾.明亮設計感套房,獨立套房 8坪 5F/5F,蘆洲區-民族路33巷,距三民高中站452公尺,12888
90,"dua+設計師合法捷運宅,微風運河廣場旁優選好屋",獨立套房 7坪 5F/6F,蘆洲區-永平街32巷45弄34號,距蘆洲站632公尺,11800
91,全新豪華獨立大套房,獨立套房 13坪 3F/4F,板橋區-民生路三段132號,距環狀線新埔民生站84公尺,20000
92,江子翠捷運旁,獨立套房 6坪 3F/4F,板橋區-松柏街1巷,距江子翠站94公尺,9000
93,近迴龍捷運站龍華科大裝潢設備新採光佳,獨立套房 8坪 3F/5F,樹林區-三福街56巷7號,距迴龍站724公尺,7000
94,中港路703號與富貴路交叉口,獨立套房 8坪 1F/2F,新莊區-中港路703號,距新莊副都心站528公尺,8000
95,全新捷運大坪數豪華裝潢,獨立套房 20坪 2F/5F,板橋區-文化路一段150巷,距板橋站(環狀線)405公尺,19800
96,可短期一個月菜寮站7分鐘優選好屋,獨立套房 8坪 4F/5F,三重區-重陽路二段25號,距菜寮站531公尺,8800
97,"明亮大套房,生活機能佳",獨立套房 11.9坪 7F/7F,樂華金鑽永和區-永平路,距頂溪站469公尺,13000
98,近三民高中捷運有對外窗及陽台~簡約風套房,獨立套房 10坪 5F/5F,蘆洲區-信義路292巷,距三民高中站513公尺,11000
99,近文化漢生新海捷運板橋致理遠百特區夜市優選好屋,獨立套房 8坪 4F/5F,板橋區-光正街20巷3號,距板橋站(環狀線)356公尺,8500
100,萬隆站全新裝潢大套房　乾濕分離有窗、陽台,獨立套房 8坪 2F/4F,文山區-興隆路一段,距萬隆站392公尺,14800
101,景安站.低樓層.明亮舒適設計感套房,獨立套房 8坪 2F/5F,中和區-景平路,距南勢角站380公尺,13888
102,秀郎國小旁-全新地中海風套房(4-2)優選好屋,獨立套房 8坪 4F/4F,永和區-民族街67巷7號,距景平站632公尺,11500
103,龍山捷運站旁.全新裝潢.設備.超優環境,獨立套房 9坪 1F/3F,萬華區-大理街159巷,距龍山寺站316公尺,14500
104,"土城捷運站,興城路,五榖仙帝廟優選好屋",獨立套房 9坪 4F/4F,土城區-興城路96巷,距土城站403公尺,12300
105,【新大樓】永安捷運旁、陽台套房、中和路,獨立套房 樓中樓 9坪 6F/12F,名城商業大樓中和區-宜安路171號,距永安市場436公尺,14000
106,近中和捷運站*一房一廳*L型三人大沙發,獨立套房 11.6坪 4F/5F,中和區-中山路二段,距中和站654公尺,12800
107,短租可議捷運套房舒適溫馨,獨立套房 6坪 5F/5F,中正區-忠孝東路二段,距善導寺站412公尺,12000
108,"捷運站4分鐘,Tiffany風飯店式格局",獨立套房 12坪 2F/4F,中山區-松江路297巷,距行天宮站125公尺,18200
109,徐匯捷運5分鐘採光好通風佳挑高時優選好屋,獨立套房 7坪 3F/5F,三重區-三和路四段,距徐匯中學站249公尺,9500
110,丹鳳捷運*全新設計師裝潢*舒適安全空間大,獨立套房 10坪 5F/5F,新莊區-富國路,距丹鳳站422公尺,14000
111,近徐匯捷運站三民高中站8000元,獨立套房 7坪 4F/5F,蘆洲區-中山二路,距徐匯中學站435公尺,8000
112,"全新裝修,飯店式管理,南京三民捷運4分鐘優選好屋",獨立套房 7坪 4F/5F,松山區-南京東路五段,距南京三民站423公尺,13500
113,近景安捷運.低租金.傢俱全.有陽台優選好屋,獨立套房 7.5坪 5F/5F,中和區-中興街,距景安站576公尺,11000
114,近頂溪捷運站安靜公寓2樓套房優選好屋,獨立套房 6坪 2F/4F,永和區-博愛街24巷2號,距頂溪站335公尺,11000
115,獨立套房有電梯，近新埔捷運站另有車位出租,獨立套房 7坪 3F/5F,板橋區-四維路177巷,距環狀線新埔民生站296公尺,11000
116,近新埔飯店式套房，保全系統，另有車位出租,獨立套房 7坪 1F/5F,板橋區-四維路,距環狀線新埔民生站379公尺,13000
117,新裝潢比漾百貨高樓層景觀獨立大套房,獨立套房 13.7坪 15F/26F,東家創世紀永和區-保生路22巷,距永安市場745公尺,16000
118,獨立大套房，品味，質感，溫馨,獨立套房 28坪 5F/5F,中和區-連城路249巷,距中和站663公尺,19500
119,捷運松江南京站4分【超值採光★垃圾代收】優選好屋,獨立套房 7坪 4F/5F,中山區-伊通街,no info,12999
120,"dua+設計師合法捷運宅,微風運河廣場旁優選好屋",獨立套房 7坪 5F/6F,蘆洲區-永平街32巷45弄34號,距蘆洲站632公尺,11800
121,全新豪華獨立大套房,獨立套房 13坪 3F/4F,板橋區-民生路三段132號,距環狀線新埔民生站84公尺,20000
122,江子翠捷運旁,獨立套房 6坪 3F/4F,板橋區-松柏街1巷,距江子翠站94公尺,9000
123,近迴龍捷運站龍華科大裝潢設備新採光佳,獨立套房 8坪 3F/5F,樹林區-三福街56巷7號,距迴龍站724公尺,7000
124,中港路703號與富貴路交叉口,獨立套房 8坪 1F/2F,新莊區-中港路703號,距新莊副都心站528公尺,8000
125,全新捷運大坪數豪華裝潢,獨立套房 20坪 2F/5F,板橋區-文化路一段150巷,距板橋站(環狀線)405公尺,19800
126,可短期一個月菜寮站7分鐘優選好屋,獨立套房 8坪 4F/5F,三重區-重陽路二段25號,距菜寮站531公尺,8800
127,"明亮大套房,生活機能佳",獨立套房 11.9坪 7F/7F,樂華金鑽永和區-永平路,距頂溪站469公尺,13000
128,近三民高中捷運有對外窗及陽台~簡約風套房,獨立套房 10坪 5F/5F,蘆洲區-信義路292巷,距三民高中站513公尺,11000
129,近文化漢生新海捷運板橋致理遠百特區夜市優選好屋,獨立套房 8坪 4F/5F,板橋區-光正街20巷3號,距板橋站(環狀線)356公尺,8500
130,萬隆站全新裝潢大套房　乾濕分離有窗、陽台,獨立套房 8坪 2F/4F,文山區-興隆路一段,距萬隆站392公尺,14800
131,景安站.低樓層.明亮舒適設計感套房,獨立套房 8坪 2F/5F,中和區-景平路,距南勢角站380公尺,13888
132,秀郎國小旁-全新地中海風套房(4-2)優選好屋,獨立套房 8坪 4F/4F,永和區-民族街67巷7號,距景平站632公尺,11500
133,龍山捷運站旁.全新裝潢.設備.超優環境,獨立套房 9坪 1F/3F,萬華區-大理街159巷,距龍山寺站316公尺,14500
134,"土城捷運站,興城路,五榖仙帝廟優選好屋",獨立套房 9坪 4F/4F,土城區-興城路96巷,距土城站403公尺,12300
135,【新大樓】永安捷運旁、陽台套房、中和路,獨立套房 樓中樓 9坪 6F/12F,名城商業大樓中和區-宜安路171號,距永安市場436公尺,14000
136,近中和捷運站*一房一廳*L型三人大沙發,獨立套房 11.6坪 4F/5F,中和區-中山路二段,距中和站654公尺,12800
137,短租可議捷運套房舒適溫馨,獨立套房 6坪 5F/5F,中正區-忠孝東路二段,距善導寺站412公尺,12000
138,"捷運站4分鐘,Tiffany風飯店式格局",獨立套房 12坪 2F/4F,中山區-松江路297巷,距行天宮站125公尺,18200
139,徐匯捷運5分鐘採光好通風佳挑高時優選好屋,獨立套房 7坪 3F/5F,三重區-三和路四段,距徐匯中學站249公尺,9500
140,丹鳳捷運*全新設計師裝潢*舒適安全空間大,獨立套房 10坪 5F/5F,新莊區-富國路,距丹鳳站422公尺,14000
141,近徐匯捷運站三民高中站8000元,獨立套房 7坪 4F/5F,蘆洲區-中山二路,距徐匯中學站435公尺,8000
142,"全新裝修,飯店式管理,南京三民捷運4分鐘優選好屋",獨立套房 7坪 4F/5F,松山區-南京東路五段,距南京三民站423公尺,13500
143,近景安捷運.低租金.傢俱全.有陽台優選好屋,獨立套房 7.5坪 5F/5F,中和區-中興街,距景安站576公尺,11000
144,近頂溪捷運站安靜公寓2樓套房優選好屋,獨立套房 6坪 2F/4F,永和區-博愛街24巷2號,距頂溪站335公尺,11000
145,獨立套房有電梯，近新埔捷運站另有車位出租,獨立套房 7坪 3F/5F,板橋區-四維路177巷,距環狀線新埔民生站296公尺,11000
146,近新埔飯店式套房，保全系統，另有車位出租,獨立套房 7坪 1F/5F,板橋區-四維路,距環狀線新埔民生站379公尺,13000
147,新裝潢比漾百貨高樓層景觀獨立大套房,獨立套房 13.7坪 15F/26F,東家創世紀永和區-保生路22巷,距永安市場745公尺,16000
148,獨立大套房，品味，質感，溫馨,獨立套房 28坪 5F/5F,中和區-連城路249巷,距中和站663公尺,19500
149,捷運松江南京站4分【超值採光★垃圾代收】優選好屋,獨立套房 7坪 4F/5F,中山區-伊通街,no info,12999
150,捷運永安市場站1分【超值租案】精緻*陽台優選好屋,獨立套房 7坪 3F/5F,永和區-中和路,距永安市場31公尺,13799
151,降價優惠唷~三重行政區、交通便利大套房,獨立套房 7坪 4F/4F,三重區-過圳街98號,距菜寮站551公尺,7500
152,"☎屋主自租,免仲介費☎治理優質大套房",獨立套房 7坪 5F/5F,板橋區-文化路一段285巷,距板橋站(環狀線)410公尺,8500
153,幸福久久窩*捷運電梯代收垃圾202,獨立套房 7坪 2F/5F,新莊區-新莊路,距新莊站213公尺,12000
154,淡水民宿型套房-河景陽台近捷運優選好屋,獨立套房 8坪 5F/5F,淡水區-學府路,距淡水站371公尺,14500
155,頂溪捷運3分鐘、電梯大樓優質套房,獨立套房 10坪 3F/11F,永和區-中正路647號,距頂溪站407公尺,11500
156,稀有電梯一房一廳*近捷運空間大有陽台,獨立套房 9坪 5F/5F,長樂社區蘆洲區-長樂路56巷,距蘆洲站672公尺,12000
157,台北橋站一站到台北獨立門牌/可寵陽台套房,獨立套房 14坪 8F/27F,冠德美麗台北三重區-重新路一段,距台北橋站146公尺,20000
158,臻美質感套房近徐匯捷運，機能滿分,獨立套房 7坪 3F/5F,蘆洲區-民族路148巷,距徐匯中學站624公尺,14800
159,近府中站/火車站/免爬高/小資首選,獨立套房 7.9坪 3F/5F,板橋區-成都街,距府中站481公尺,8000
160,除電全包~近長安東南京東新生北有陽台可寵,獨立套房 10坪 5F/6F,中山區-林森北路,距松江南京591公尺,19000
161,小房東*新北大道*乾濕分離,獨立套房 5坪 4F/5F,三重區-新北大道一段,距菜寮站314公尺,9000
162,海山捷運.獨立洗衣機*50吋電視*流理優選好屋,獨立套房 9坪 5F/5F,捷運300公尺土城區-學成路,距海山站339公尺,10600
163,已收訂～全新裝潢電梯大樓優選好屋,獨立套房 11.8坪 6F/7F,中山區-中山北路一段105巷,no info,17000
164,頂溪捷運3分鐘、電梯大樓優質套房,獨立套房 12坪 3F/11F,永和區-中正路647號,距頂溪站407公尺,13500
165,優質1+1房.可伙.採光佳優選好屋,獨立套房 12坪 4F/13F,南京東路二段長安東路二段長春路吉林路中山區-松江路,距松江南京146公尺,18000
166,捷運府中站-南雅夜市對面-代收垃圾服務優選好屋,獨立套房 5坪 4F/4F,板橋區-南雅南路一段,距府中站479公尺,8000
167,飯店標準套房(無窗)近西門新春優惠價,獨立套房 5坪 11F/13F,路境行旅中正區-重慶南路一段86號,距台大醫院站442公尺,18000
168,絕品獨立陽台+獨立洗衣機~美美採光套房優選好屋,獨立套房 7坪 4F/4F,三重區-大同北路220巷1號,no info,12000
169,近永安市場捷運/免爬高/新裝潢/限女優選好屋,獨立套房 6坪 2F/5F,永和區-永貞路,距永安市場272公尺,12000
170,邊間採光好機能方便歐式裝潢可養貓咪,獨立套房 5坪 5F/5F,中和區-景新街496巷,距南勢角站616公尺,10000
171,大降價~近捷運~獨立門牌~可炊~誠可議,獨立套房 9.9坪 6F/12F,近中正路~仁愛路~永和區-永和路二段,距頂溪站65公尺,14200
172,捷運大坪林站5分【超值大空間】雙面採光,獨立套房 5坪 3F/5F,新店區-建國路,距大坪林站448公尺,8999
173,近捷運府中站【電梯獨戶】可寵*垃圾代收,獨立套房 8坪 3F/11F,板橋區-南雅東路,距府中站530公尺,12999
174,捷運府中站【超值電梯】有陽台*乾溼分離,獨立套房 10坪 7F/7F,板橋區-貴興路,距府中站485公尺,17999
175,近捷運七張站【超值租案】獨立陽台*洗衣機優選好屋,獨立套房 7坪 2F/4F,新店區-寶興路,距七張站773公尺,14999
176,捷運全新裝潢大套房優選好屋,獨立套房 15坪 2F/2F,中山區-吉林路,距行天宮站338公尺,16200
177,捷運菜寮站附美裝潢家具家電精緻陽台套房優選好屋,獨立套房 9坪 3F/4F,三重區-重陽路二段,距菜寮站534公尺,13500
178,設計師規劃~板橋捷運精緻陽1房1廳優選好屋,獨立套房 10坪 2F/7F,永駿中正板橋區-大仁街,距板橋站791公尺,18500
179,近頂溪站/樂華夜市旁/生活機能佳,獨立套房 7坪 3F/5F,永和區-保平路18巷,距永安市場634公尺,9000
180,小房東*蘆洲*走路約3分鐘徐匯捷運站*優選好屋,獨立套房 8坪 5F/5F,蘆洲區-信義路,距徐匯中學站237公尺,11600
181,☀️東門站🌈採光好*全新裝潢*乾溼分離,獨立套房 11.7坪 4F/6F,近金山南路一段/臨沂街/仁愛路二段中正區-仁愛路二段38巷,距東門站392公尺,19999
182,GT社宅/象山站/24h管理/全配/陽台優選好屋,獨立套房 6.1坪 2F/13F,新紐約信義區-信義路五段150巷,距臺北市政府松德辦公大樓872公尺,11562~18500
183,近中和捷運站*福祥路華中橋大潤發樂華夜市,獨立套房 12.6坪 4F/4F,中和區-福祥路,距中和站525公尺,12800
184,頂溪站旁溫馨套房,獨立套房 8坪 2F/4F,永和區-保福路一段58巷,距頂溪站647公尺,13700
185,警衛電梯套房捷運新埔站到站就到家比特幣可,獨立套房 9坪 9F/9F,國王大廈板橋區-民生路二段232號,距新埔站57公尺,13000
186,新北中和近大潤發獨立套房~限女性~空間大優選好屋,獨立套房 8坪 4F/4F,中和區-景平路151巷1號,距景平站227公尺,8800
187,家電家具齊全，租屋首選~,獨立套房 8坪 6F/6F,三重區-三和路三段113巷,距三重國小站448公尺,8800
188,近台北橋捷運~飯店式套房~現租優惠半個月優選好屋,獨立套房 8坪 4F/4F,三重區-中央南路,距台北橋站299公尺,10500
189,隔局方正！採光極佳!獨立洗衣機~優選好屋,獨立套房 8坪 5F/5F,蘆洲區-中正路185巷,距蘆洲站733公尺,11500
190,近捷運~設計師精品屋~現租優惠半個月優選好屋,獨立套房 7坪 3F/4F,三重區-溪尾街242巷,距三和國中站513公尺,8500
191,熱鬧街道；精緻美宅；生活機能優優選好屋,獨立套房 7坪 4F/4F,蘆洲區-信義路343巷,距三民高中站424公尺,9500
192,裕民商圈全新優質套房海山捷運旁半年繳優惠,獨立套房 6坪 5F/5F,土城區-裕民路,距海山站342公尺,7700
193,全新整理致理2分鐘板橋捷運8分鐘寧靜安全優選好屋,獨立套房 8坪 4F/5F,板橋區-漢生西路89巷,距板橋站(環狀線)599公尺,12000
194,~溫馨裝潢~CP值超高~現租優惠半個月優選好屋,獨立套房 10坪 4F/5F,三重區-大仁街,距菜寮站662公尺,13500
195,全新家具~近市場～再送半個月免費優選好屋,獨立套房 6坪 4F/5F,蘆洲區-成功路,距三民高中站378公尺,9500
196,捷運3分~樓中樓套房~現租優惠半個月優選好屋,獨立套房 樓中樓 8坪 1F/5F,三重區-中寮街,距菜寮站217公尺,10000
197,CP值最高~優質小房~最多洽詢優選好屋,獨立套房 7坪 4F/4F,三重區-中央南路,距台北橋站303公尺,10000
198,莊敬路220巷旁生活機能好優選好屋,獨立套房 5.4坪 5F/5F,板橋區-縣民大道三段33巷,距新埔站526公尺,5500
199,近南勢角捷運/興南夜市/機能佳超值套房,獨立套房 8坪 4F/5F,中和區-忠孝街,距南勢角站437公尺,8500
200,近捷運~近夜市~租屋首選優選好屋,獨立套房 7坪 5F/5F,三重區-萬壽街,距三重國小站355公尺,7200
201,全新裝潢~獨立陽台~租屋最佳選擇優選好屋,獨立套房 9坪 2F/5F,蘆洲區-信義路131巷,距徐匯中學站128公尺,13000
202,近府中捷運站走路約2分鐘,獨立套房 8坪 2F/3F,板橋區-大華街,距府中站377公尺,12000
203,新裝潢挑⾼夾層捷運採光陽台獨立洗衣機,獨立套房 8坪 3F/6F,中山區-南京東路三段,距南京復興站612公尺,10500
