,旅店名稱,鄰近地區,旅客評分,旅客評鑑數目,旅店當天價格
95,汎特希公寓 ,花蓮市,9.2,1503,1342
96,海洋仙境民宿 ,壽豐鄉,8.5,196,2865
97,花蓮山水商務旅店 ,花蓮市,7.5,676,1113
98,有人旅宿 - 東大門夜市湘品館 ,花蓮市,8.3,2920,700
99,坲卡夏莊園 ,壽豐鄉,8.7,60,2941
100,瑞穗溫泉 ,萬榮鄉,7.2,634,1659
101,途中花蓮青年旅舍 ,花蓮市,9.1,1260,642
102,大使飯店 ,花蓮市,7.5,546,1169
103,葉宿文旅 ,花蓮市,8.9,1833,2425
104,雙鳳大旅社 ,花蓮市,8.4,3153,673
105,海邊邊民宿 ,花蓮市,8.3,708,1870
106,斯堪維亞旅宿 ,花蓮市,9.5,71,2338
107,元氣屋 ,壽豐鄉,9.1,421,1299
108,松石旅館 ,吉安鄉,8.4,414,1905
109,星野渡假民宿 ,花蓮市,9.4,406,1371
110,新格大飯店 ,花蓮市,8.0,521,1813
111,東門小棧,花蓮市,9.5,512,1896
112,愛放假 Pourquoi pas ,花蓮市,9.5,78,1733
113,非住不可民宿  ,花蓮市,9.5,640,2532
114,浪花一朵朵民宿 ,壽豐鄉,8.8,333,3030
115,Boy Apartment,花蓮市,9.2,372,2751
116,七星日出&七星帝爾 ,新城鄉,9.1,345,2511
117,千禧山莊 ,豐濱鄉,7.8,563,1391
118,瑞雄溫泉山莊 ,瑞穗鄉,7.8,668,2445
119,雲起軒渡假民宿 ,吉安鄉,9.6,194,3770
120,崇霖覓境-花蓮崇德瑩農場,秀林鄉,8.0,78,4762
121,HOLA歐來海景民宿 ,壽豐鄉,9.4,234,3715
122,仟台大飯店 ,花蓮市,6.4,674,855
123,北吉光輕旅 花蓮青年旅館 ,花蓮市,9.3,2155,799
124,旅路渡假商務旅館 ,花蓮市,7.7,878,1481
125,紐澳華山莊 ,玉里鎮,8.5,162,2926
126,仁愛小公館 - 市中心近東大門夜市 ,花蓮市,9.2,1496,1322
127,藝境人文美學風格民宿 ,花蓮市,8.9,1689,1714
128,安通溪畔溫泉 ,富里鄉,9.0,368,2251
129,飲山風民宿 ,吉安鄉,9.1,254,2155
130,迴音谷森林民宿 ,花蓮市,9.1,93,4069
131,蜂巢膠囊旅店 ,花蓮市,8.5,1109,696
132,天使不穿鞋 ,花蓮市,9.4,369,1932
133,後山拾光  ,玉里鎮,9.3,335,1558
134,日出香榭客棧民宿 ,花蓮市,7.3,244,645
135,海悅酒店 ,花蓮市,7.7,1239,1365
136,湖畔46民宿 ,壽豐鄉,9.0,373,2424
137,華瀚飯店 ,吉安鄉,7.8,321,3730
138,東城商旅 ,花蓮市,8.3,1322,1385
139,草海桐海景民宿 ,壽豐鄉,9.3,147,2684
140,好漾2館 ,玉里鎮,7.5,520,1212
141,Sleeping Boot 背包旅店 ,花蓮市,9.2,1713,1141
142,海傳民宿 ,花蓮市,8.8,515,3066
143,Long To Sea Guesthouse ,花蓮市,9.5,516,1655
144,奇幻225優質-電梯民宿 ,花蓮市,8.7,383,2304
145,芒果旅店 ,花蓮市,7.4,1046,1039
146,花蓮七星海酒店 ,新城鄉,8.6,488,1558
147,玉里囍宿民宿 ,玉里鎮,8.7,196,2172
148,寬品居海景電梯民宿,新城鄉,7.6,41,2424
149,依楓民宿 ,吉安鄉,8.3,474,875
150,窗外的海 ,壽豐鄉,8.6,276,2619
151,看見鐵道民宿 ,花蓮市,9.3,282,1899
152,亞馨文旅 原六福客棧旅館 ,花蓮市,7.5,1051,1126
153,7113民宿 ,壽豐鄉,8.6,170,1429
154,綠奇跡田野民宿 ,吉安鄉,8.7,319,1886
155,海元素178民宿 ,壽豐鄉,9.0,463,3559
156,麗格休閒飯店 ,花蓮市,7.7,2702,1578
157,奇萊大飯店 ,花蓮市,6.4,211,1239
158,好趣淘休閒民宿 ,花蓮市,9.3,616,1186
159,花蓮簡單生活景觀民宿 ,新城鄉,8.4,160,1659
160,樹的行旅 ,花蓮市,9.2,392,1732
161,貓頭鷹城堡民宿 ,花蓮市,8.5,412,1558
162,都鐸王朝 ,壽豐鄉,8.7,606,3710
163,格瀾伍德休閒民宿 ,吉安鄉,9.3,489,1883
164,僖豆背包客 ,花蓮市,8.7,539,861
165,樂文旅 ,花蓮市,8.7,667,1131
166,鳳林古田莊民宿 ,鳳林鎮,9.0,120,2000
167,道花蓮 ,花蓮市,8.4,477,1732
168,良友精緻飯店 ,花蓮市,7.9,1667,1146
169,回憶民宿 ,新城鄉,8.9,458,1039
170,聖托里尼風格民宿 ,壽豐鄉,8.4,722,2455
171,谷築石苑 ,壽豐鄉,9.7,39,2476
172,山海趣民宿 ,吉安鄉,8.7,37,1953
173,七星燈塔民宿 ,新城鄉,8.7,145,2424
174,今古安民宿 ,花蓮市,9.2,508,1270
175,沐九行館 ,吉安鄉,9.7,22,3203
176,白色地中海民宿 ,花蓮市,9.4,190,3043
177,花蓮趣旅行民宿 ,花蓮市,9.3,212,1865
178,山羊青旅 ,花蓮市,9.2,1145,1385
179,有客民宿 l 寵物友善 Yokr BnB,花蓮市,9.6,112,2684
180,歡迎光臨_Welcome Hostel ,花蓮市,9.5,789,1325
181,藍色珊瑚礁 ,豐濱鄉,8.3,125,2933
182,十分有去民宿 ,花蓮市,8.6,217,1558
183,106海棧夜市海邊民宿 ,花蓮市,7.5,231,976
184,花蓮日森民宿 ,花蓮市,9.5,220,952
185,花蓮樂活亞綠亞民宿 ,花蓮市,9.7,770,2062
186,花蓮小雨蛙 親子生態民宿 I 生態導覽 Little Frog,壽豐鄉,8.9,27,2325
187,七星潭海灣民宿 ,花蓮市,8.7,440,2511
188,呼吸民宿 ,吉安鄉,9.3,154,1558
189,太魯閣阿魯娃民宿 ,新城鄉,8.6,573,2338
190,鳥窩青年旅舍 ,花蓮市,8.8,1223,626
191,海風民宿 ,吉安鄉,8.5,238,1403
192,崖上民宿 Cliff House B&B,豐濱鄉,8.5,84,4328
193,TIN-TIN's HOME 庭庭豐旅舍,花蓮市,9.5,103,1905
194,成功168民宿 ,花蓮市,9.0,478,1518
195,太魯閣-黏住.宿 ,新城鄉,9.4,525,1628
196,楓樺民宿  ,花蓮市,8.9,399,1039
197,瑞穗風情民宿 ,瑞穗鄉,9.3,779,1299
198,藝境 - 綠舞漫旅 ,花蓮市,9.0,1391,1722
199,如果玉見你景觀民宿,新城鄉,9.0,184,2435
200,太魯閣澹雅居 ,秀林鄉,9.2,115,2251
201,910 Hostel,玉里鎮,no info,no info,2000
202,花蓮永祺飯店  ,花蓮市,7.9,362,1650
203,夢境台灣民宿 ,花蓮市,7.6,388,699
204,貓貓咪亞民宿  ,花蓮市,9.4,379,1558
205,國王陛下渡假民宿 ,花蓮市,8.2,1874,1244
206,近月旭海民宿 ,壽豐鄉,8.4,198,1351
207,日安美好民宿 ,花蓮市,9.5,278,2089
208,荷茹雅筑 ,瑞穗鄉,8.9,344,848
209,時光漫步民宿 ,花蓮市,8.6,78,1732
210,童話森林民宿 ,花蓮市,9.1,272,1108
211,陶陶居商務旅館 ,花蓮市,7.2,161,1108
212,紅瑛民宿 ,秀林鄉,8.6,592,1570
213,綠沐屋民宿 ,吉安鄉,9.0,50,1714
214,遊手浩賢民宿 ,秀林鄉,9.2,144,1558
215,七里香花園民宿 ,吉安鄉,9.6,467,1921
216,晨風星語民宿 ,吉安鄉,8.9,76,2424
217,法朵民宿 ,花蓮市,9.2,1536,1429
218,我的幸福烘焙房民宿 ,新城鄉,9.3,272,1472
219,鳳林好日子,鳳林鎮,8.9,105,1299
220,大新精緻商旅 ,花蓮市,7.3,422,914
221,White Pinwhee,花蓮市,9.1,713,1195
222,遐窩青年旅舍 ,花蓮市,9.4,1289,852
223,太魯閣立霧左邨景觀民宿 ,秀林鄉,9.2,448,2165
224,東岸邊境民宿 ,吉安鄉,8.8,373,998
225,樂活休閒海景飯店 ,花蓮市,7.8,401,1732
226,森林啡宿 ,吉安鄉,9.5,65,1314
227,七星潭118海景民宿,新城鄉,9.4,47,1905
228,潭心閣民宿 ,秀林鄉,9.3,154,4208
229,雲水堂民宿 ,吉安鄉,7.5,26,2494
230,碧海藍天飯店 ,吉安鄉,7.4,296,2066
231,蜜滋賀溫泉飯店,瑞穗鄉,7.5,36,2754
232,四季軒民宿 ,吉安鄉,8.5,220,1143
233,法羅米民宿-時尚館 ,瑞穗鄉,8.7,254,1299
234,幸福是我家民宿 ,花蓮市,9.4,1049,1478
235,Bird Print B&B,壽豐鄉,8.7,3,1169
236,藝田民宿  ,壽豐鄉,9.3,45,2251
237,太魯閣惠宇民宿,新城鄉,9.4,214,1478
238,夥伴旅宿 ,花蓮市,9.4,18,952
239,北歐先生 ,花蓮市,9.3,266,1974
240,咩咩不是羊民宿,花蓮市,9.5,309,1558
241,林居行旅 Neighbor Inn,花蓮市,8.9,109,2749
242,站前海民宿 ,花蓮市,8.8,290,1195
243,東大門精緻旅店 ,花蓮市,8.6,1904,1259
244,鼓道民宿 ,花蓮市,8.0,719,695
245,旅憩民宿  ,花蓮市,8.7,194,1281
246,雲山水綠野雅築民宿 ,壽豐鄉,9.4,301,2746
247,安德森幸福莊園 ,瑞穗鄉,9.2,603,2251
248,童話汽車旅館海洋館 ,花蓮市,7.8,590,1777
249,湘羽民宿 ,花蓮市,8.8,277,1351
250,花漾夏卡爾 ,花蓮市,8.8,568,1440
251,金銀花民宿,吉安鄉,9.0,94,2203
252,黑皮森林 ,瑞穗鄉,9.1,497,1039
253,好眠Homie民宿  ,花蓮市,9.0,304,2171
254,隱花民宿 ,鳳林鎮,9.3,228,2511
255,波西米亞電梯民宿 ,吉安鄉,9.1,9,2597
256,美麗晨曦民宿 ,吉安鄉,9.0,153,2026
257,奇檬子親子民宿 ,花蓮市,9.0,538,1733
258,和平公獄 ,花蓮市,7.9,1381,606
259,吾居吾素 ,秀林鄉,9.4,107,1732
260,花蓮甜蜜家101民宿 ,光復鄉,9.0,110,3764
261,七星潭星海民宿 ,新城鄉,9.2,439,2083
262,初櫻.見晴花蓮山居民宿 ,吉安鄉,9.1,296,2667
263,花蓮巴黎寓所&泰迪與朋友民宿 ,花蓮市,9.0,136,1576
264,紫藤花民宿 ,花蓮市,9.2,602,1195
265,阡豪旅宿 ,花蓮市,8.9,38,1619
266,齊亞風情2館 ,吉安鄉,8.6,123,1558
267,春綠小築 ,花蓮市,7.1,44,1914
268,葳森家民宿 ,花蓮市,9.1,453,1558
269,瑞穗7號 ,瑞穗鄉,9.0,47,1387
270,花東客棧 ,花蓮市,8.4,554,1398
271,十街民宿​ ,花蓮市,9.0,1059,1215
272,吉美民宿 ,吉安鄉,8.7,551,1636
273,花蓮鹿徑文旅民宿 ,花蓮市,8.5,561,1342
274,樓上民宿 ,花蓮市,8.8,88,1480
275,坲卡夏莊園民宿 ,壽豐鄉,8.9,99,3030
276,花蓮浪淘沙看海民宿 ,花蓮市,8.8,416,2061
277,日光海岸民宿 ,壽豐鄉,8.5,461,1558
278,迦南奇緣民宿 ,壽豐鄉,9.1,142,2822
279,伊達斯酒店 ,花蓮市,7.2,103,2500
280,站前艾莉小屋電梯民宿,花蓮市,9.0,142,1105
281,逸心園民宿 ,壽豐鄉,8.7,633,1217
282,花蓮東大門夜市迷人旅居 ,花蓮市,8.8,112,1481
283,民樂緣民宿 ,花蓮市,9.6,237,1617
284,東畔民宿 ,壽豐鄉,8.0,89,1714
285,綠舍民宿 ,壽豐鄉,8.6,114,1999
286,艾米爾電梯時尚民宿-花蓮站前館 ,花蓮市,8.6,97,952
287,初禾 chuhe,新城鄉,8.8,49,3203
288,花田一鷺民宿  ,秀林鄉,9.3,114,3463
289,家鄉民宿 ,花蓮市,9.5,286,2613
290,太魯閣星晟棧渡假飯店 ,新城鄉,7.6,499,1861
291,花東漫活亞綠亞民宿 ,花蓮市,8.6,305,1584
292,歸園田居 ,瑞穗鄉,9.4,415,2657
293,逸境站前民宿 ,花蓮市,9.1,80,1524
294,玖拾捌民宿豪華雙人房7A ,花蓮市,9.1,24,899
295,雲山水好棧 ,壽豐鄉,8.7,134,1299
296,花草集民宿 ,新城鄉,7.9,220,1905
297,BUDDY 35民宿 ,吉安鄉,8.9,436,1063
298,塞維爾鄉村旅店 ,花蓮市,9.0,190,1629
299,香榭城背包民宿 ,吉安鄉,9.2,50,354
300,悅庭渡假花園民宿 ,壽豐鄉,8.7,346,1524
301,七星彩虹海邊民宿 ,新城鄉,8.4,152,1524
302,愛上不老海洋民宿 ,花蓮市,9.1,728,2944
303,掃叭頂景觀民宿,瑞穗鄉,9.3,12,1558
304,開心居民宿 ,花蓮市,8.8,351,1039
305,花蓮小雨蛙生態民宿 ,壽豐鄉,8.3,3,1881
306,海月海景民宿  ,壽豐鄉,9.1,288,2478
307,麗都小築民宿 ,花蓮市,8.7,166,3203
308,花蓮梅匠民宿 ,壽豐鄉,8.9,69,2143
309,干城小鎮 ,吉安鄉,8.3,62,3439
310,花蓮亮君海景民宿 ,花蓮市,8.9,696,1628
311,快樂翅膀民宿 ,花蓮市,9.5,414,1528
312,臉都綠了森林莊園民宿 ,花蓮市,9.3,47,2580
313,洗洗睡民宿 ,花蓮市,9.0,164,1787
314,智嵐雅居民宿 ,玉里鎮,9.3,568,1391
315,拾光時光民宿 ,花蓮市,8.9,78,1299
316,船長不在家旅舍 ,花蓮市,9.2,207,1732
317,慕夏四季海景民宿 ,壽豐鄉,8.8,315,2783
318,花蓮阿羅青年旅舍民宿 ,花蓮市,8.7,610,909
319,Viasea B&B,秀林鄉,9.1,87,2961
320,歡樂堡 ,花蓮市,8.1,69,1724
321,像个家plus民宿 ,花蓮市,9.7,42,1792
322,鮭魚歸魚民宿 ,花蓮市,9.6,152,2244
323,太陽花3D浮雕民宿 ,花蓮市,8.9,468,1153
324,36號燈塔海景民宿 ,花蓮市,9.0,207,2511
325,Cheese Bon,花蓮市,9.5,267,1732
326,山月民宿 ,玉里鎮,9.1,130,1550
327,靚民宿 ,吉安鄉,9.3,171,957
328,冠倫飯店 ,花蓮市,7.9,110,3561
329,Ann's親子水管民宿 ,吉安鄉,8.4,44,2172
330,合歡飯店 ,花蓮市,7.6,1269,899
331,蘋果樹青年旅舍 ,花蓮市,8.6,1037,1258
332,依九九九民宿 ,花蓮市,9.6,976,2082
333,雲享渡假莊園 ,花蓮市,8.8,223,2840
334,凱鑫時尚旅店 ,秀林鄉,6.8,11,1645
335,太魯閣嵐海民宿 ,新城鄉,6.6,185,2722
336,尤大廚的家 ,花蓮市,8.7,55,940
337,花巷間民宿,花蓮市,9.1,27,1455
338,月光踏浪,花蓮市,9.1,52,2464
339,地球村車站民宿 ,花蓮市,7.6,960,857
340,太魯閣蘇西小空間 ,新城鄉,8.4,722,1039
341,車站100米民宿 ,花蓮市,9.4,762,1818
342,知了居樹海景觀民宿 ,花蓮市,9.0,50,2771
343,生日快樂莊園 ,秀林鄉,9.5,96,3429
344,鳶尾花渡假民宿 ,花蓮市,8.8,335,1330
345,自在海民宿 ,吉安鄉,8.8,234,1606
346,杰克山莊渡假大飯店 ,花蓮市,8.2,161,1732
347,吾居吾宿民宿 ,壽豐鄉,7.7,147,1299
348,穀鄉民宿,富里鄉,8.2,103,2625
349,童話汽車旅館都會館 ,花蓮市,8.1,171,1818
350,角舍背包客棧,花蓮市,8.8,503,1094
351,花蓮白金漢宮民宿 ,新城鄉,8.2,92,2424
352,戴一夏民宿 ,秀林鄉,8.8,152,952
353,金桔民宿,花蓮市,9.1,2,1371
354,步裡微旅 ,花蓮市,9.1,241,1628
355,悠悅民宿 ,花蓮市,9.3,328,1212
356,找故事民宿 ,花蓮市,9.2,100,1477
357,63inn庭園民宿,壽豐鄉,8.5,224,1333
358,遊山水民宿 ,吉安鄉,9.4,32,4348
359,溫馨小棧 ,花蓮市,8.5,213,957
360,花蓮雲朵朵民宿 ,吉安鄉,9.4,60,1200
361,旅充人文客棧 ,花蓮市,9.4,483,1565
362,幸福花田民宿 ,花蓮市,8.9,577,1039
363,花蓮瑞穗境籟迴嵐B&B民宿  ,瑞穗鄉,9.5,183,2251
364,福隆大飯店 ,花蓮市,8.1,1102,1299
365,瑞比森林民宿 ,瑞穗鄉,9.2,159,1429
366,柚子之家和平民宿 ,花蓮市,8.9,141,1039
367,威好室電梯民宿,吉安鄉,9.2,185,1287
368,賽斯村-魯柏館,鳳林鎮,8.1,122,3636
369,枫林288 Maple 288 B&B,吉安鄉,8.8,28,1628
370,歐客莊園 ,花蓮市,8.5,504,914
371,花漾村聲民宿 ,花蓮市,9.1,480,2143
372,起點民宿 ,花蓮市,9.0,377,1645
373,財神大飯店,吉安鄉,4.7,16,1181
374,葛洛莉亞的城堡 ,花蓮市,8.8,234,3463
375,Mr.Buster inn,花蓮市,9.7,478,2522
376,欣綠石頭屋民宿 ,光復鄉,7.6,53,2286
377,花香居 ,花蓮市,7.7,15,2992
378,鄉貌休閒民宿 ,吉安鄉,8.5,87,1332
379,東之戀民宿 ,花蓮市,8.8,870,1192
380,海森威-七星潭電梯民宿 ,新城鄉,9.4,239,2338
381,城中物語 ,花蓮市,8.7,441,1048
382,好康spots民宿 ,花蓮市,8.2,87,1309
383,花蓮七星潭自然海民宿 ,新城鄉,8.6,496,1325
384,舟津食旅 Mooring B&B 寵物友善 禁菸民宿,吉安鄉,9.8,35,1524
385,女王萬歲民宿 ,花蓮市,9.1,155,1732
386,晶緻麗景會館 ,花蓮市,8.4,692,1471
387,藍白舍,壽豐鄉,9.1,24,2948
388,美麗海海岸民宿 ,花蓮市,7.9,188,1316
389,娜吉瑪民宿  ,吉安鄉,9.3,89,3219
390,漫漫小城 ,玉里鎮,8.9,223,1296
391,花蓮夏朵民宿 ,花蓮市,9.0,132,1676
392,海韻民宿 ,新城鄉,7.5,63,1355
393,菲斯佩旅居 - 花蓮火車站民宿 ,花蓮市,9.1,395,1905
394,漫庭民宿 ,花蓮市,9.4,76,1714
395,I life 自立館 ,吉安鄉,8.8,28,1647
396,星宿海民宿 ,花蓮市,8.4,1959,1800
397,小熊波波民宿 ,花蓮市,7.7,19,2869
398,白色宮殿民宿 ,吉安鄉,9.6,353,2590
399,愛戀鄉村風民宿 ,花蓮市,9.0,148,2190
400,花蓮市公寓套房 - 34平方公尺/1間專用衛浴 ,花蓮市,9.1,15,2120
401,旦暮遇之民宿 ,吉安鄉,9.3,41,2870
402,文旅小自由電梯民宿附停車場,花蓮市,9.3,91,1714
403,富爾捷火車站前民宿  ,新城鄉,9.1,125,1714
404,甜心海岸民宿 ,花蓮市,9.3,132,1714
405,阿里巴巴民宿 ,花蓮市,9.0,617,1217
406,田園民宿  ,玉里鎮,7.0,397,519
407,雲淡風清民宿  ,鳳林鎮,9.5,105,2850
408,溪畔22號民宿 ,新城鄉,9.5,153,2597
409,昀閣民宿 ,吉安鄉,9.3,72,1429
410,水漾海景民宿  ,壽豐鄉,8.0,216,1909
411,阿嬤民宿 ,壽豐鄉,8.4,135,866
412,踩風民宿  ,吉安鄉,8.8,100,2117
413,墨竹民宿 ,花蓮市,8.8,250,1455
414,太魯閣阿騫的家民宿 ,秀林鄉,9.5,147,2290
415,花蓮五葉松民宿 ,花蓮市,9.0,31,2061
416,紫青橙民宿 ,花蓮市,9.5,424,1385
417,柏林格民宿 ,花蓮市,7.7,32,1139
418,太魯閣峽林咖啡農莊 ,秀林鄉,9.5,229,2165
419,愛上花蓮民宿 ,花蓮市,8.2,157,866
420,觀月民宿 ,花蓮市,8.8,882,1126
421,藍色貓頭鷹民宿 ,花蓮市,8.7,500,1359
422,初禾民宿 ,新城鄉,8.8,1,2893
423,福大旅館 ,花蓮市,7.3,234,693
424,小張的家民宿 ,吉安鄉,8.8,126,935
425,米里民宿 ,新城鄉,8.5,127,1905
426,溫馨可愛民宿 ,花蓮市,8.3,60,2875
427,花蓮五指山民宿 - 信義館 ,花蓮市,8.8,319,1249
428,典藏花都頂級會館 ,花蓮市,9.0,414,1507
429,法羅米民宿-旅成館 ,瑞穗鄉,8.7,101,1299
430,禮樂民宿 ,花蓮市,8.2,191,1281
431,愛上巴黎 ,花蓮市,9.4,68,1781
432,聽見蝸牛民宿 ,壽豐鄉,8.9,154,2556
433,小花公寓 ,花蓮市,9.1,334,1217
434,天使之翼  ,花蓮市,9.6,784,1600
435,何家民宿 ,花蓮市,9.2,340,1299
436,人友民宿 ,吉安鄉,9.2,56,3565
437,琉璃爵舍 ,花蓮市,8.3,87,1628
438,陸口壹家 ,花蓮市,9.6,19,1481
439,花蓮民宿幸福旅人,花蓮市,9.4,227,1472
440,希臘仙境美宿 ,花蓮市,9.1,333,1714
441,花蓮悠然自得 ,花蓮市,9.0,87,1432
442,Feng Ya Yu Homestay,花蓮市,8.4,538,2609
443,錦水山海莊民宿 ,壽豐鄉,9.4,122,3030
444,192漫旅 ,吉安鄉,8.9,134,1732
445,瑞穗農妹子民宿The Nong Family Homestay,瑞穗鄉,9.3,82,1385
446,海洋柔情民宿 ,吉安鄉,8.7,21,2053
447,熊之蜜民宿  ,花蓮市,9.0,320,1303
448,干城35民宿 ,吉安鄉,9.7,96,2251
449,汎水淩山花園民宿 ,新城鄉,8.3,135,2494
450,站全民宿 火車站旁附停車場,花蓮市,8.0,258,914
451,吉祥城堡民宿 ,壽豐鄉,8.8,130,1600
452,鳳林最美民宿 ,鳳林鎮,9.5,42,3290
453,花蓮站前-心旅驛站電梯民宿 ,花蓮市,9.0,955,1117
454,泊 膠囊旅館 ,花蓮市,8.8,7,2307
455,菓香101民宿fruity101,壽豐鄉,9.1,170,1558
456,太魯閣藝術民宿 ,新城鄉,5.3,25,2458
457,采妍民宿2館-綠隧輕旅 ,吉安鄉,8.0,3,1299
458,九岸清境民宿 ,富里鄉,7.7,68,1472
