,旅店名稱,鄰近地區,旅客評分,旅客評鑑數目,旅店當天價格
60,空氣協議 輕旅行 ,羅東鎮,8.4,443,1558
61,Chyi's 通鋪 ,羅東鎮,9.5,3,3948
62,若水溫泉旅館 ,礁溪鄉,8.3,1672,1697
63,貳十二度行旅,蘇澳鎮,9.1,615,2580
64,羅東幼獅大飯店 ,羅東鎮,7.7,1042,2136
65,水月星賞會館 ,冬山鄉,9.4,362,3222
66,園仔湯旅店 ,礁溪鄉,8.5,3554,2580
67,Anho Chew Hotel,羅東鎮,8.4,2943,1192
68,川湯春天溫泉飯店 - 德陽館 ,礁溪鄉,8.4,1209,3253
69,頭城溫泉海景168 ,頭城鎮,8.6,107,4095
70,礁溪21號溫泉旅店 ,礁溪鄉,8.4,1884,1732
71,天使輕旅礁溪溫泉 ,礁溪鄉,7.7,1958,2088
72,華閣溫泉飯店 ,礁溪鄉,8.5,468,2374
73,朗居文旅 ,頭城鎮,8.3,416,2198
74,雀客童媽吉親子旅館 ,羅東鎮,9.4,10,13424
75,香格里拉冬山河渡假飯店 ,五結鄉,8.1,1316,3290
76,友愛大飯店 ,宜蘭市,7.5,828,1805
77,古舍古鄉 ,大同鄉,9.0,241,1826
78,58度溫泉湯苑會館 ,礁溪鄉,8.0,4226,1327
79,雁窩Goose Nest,羅東鎮,9.1,455,1314
80,慢漫湯溫泉旅宿 ,礁溪鄉,9.0,908,1758
81,木棉道美學商旅 ,羅東鎮,8.0,1329,2836
82,慕夏精品旅館 ,宜蘭市,7.6,1241,1082
83,水蠟燭水稻輕旅行 ,五結鄉,9.4,110,2840
84,1919背包客棧 ,宜蘭市,9.4,26,1230
85,自然而然民宿 ,五結鄉,9.2,118,4156
86,福岡1號溫泉飯店 ,礁溪鄉,7.8,1787,1644
87,晏京精品旅館 ,羅東鎮,7.8,1134,2623
88,春水笈溫泉度假會館 ,礁溪鄉,8.0,1804,2207
89,藏闊渡假會館 ,五結鄉,8.9,796,2529
90,山多利大飯店 ,礁溪鄉,8.6,1699,3429
91,悠宅SPA養生會館 ,礁溪鄉,9.0,1051,1925
92,福岡2號溫泉會館 ,礁溪鄉,7.5,1582,1558
93,和斯頓精緻溫泉旅館 ,礁溪鄉,7.2,910,4769
94,自然風溫泉會館 ,礁溪鄉,8.3,1957,1528
95,豪美日月光大飯店 ,礁溪鄉,7.3,732,2303
96,青池人文溫泉旅店 ,礁溪鄉,7.1,1499,1247
97,小窩旅店 ,羅東鎮,9.4,22,1121
98,綠動湯泉原宿 ,礁溪鄉,8.5,573,2999
99,蘭陽四季會館 ,冬山鄉,8.0,452,2086
100,小島天光民宿 ,冬山鄉,8.9,762,2570
101,神農青舍 ,宜蘭市,8.1,600,1732
102,N. castle Hotel,宜蘭市,8.9,246,1401
103,漫.深活湯旅 ,礁溪鄉,8.6,884,2032
104,福岡6號溫泉飯店 ,礁溪鄉,8.1,694,1904
105,日光綠築 ,冬山鄉,9.1,1236,3810
106,大成飯店 ,宜蘭市,7.9,1212,1196
107,綺麗商旅 蘇澳館 ,蘇澳鎮,8.2,1685,2381
108,水筠間民宿 ,羅東鎮,9.2,464,2078
109,冬山驛青年旅館 ,冬山鄉,9.2,252,2086
110,居十六客棧 ,宜蘭市,8.1,831,2228
111,夢想藍圖 ,羅東鎮,8.9,655,1354
112,羅東夜市哈妮的家 ,羅東鎮,9.2,602,1646
113,靈感青年旅舍 ,羅東鎮,9.2,1408,565
114,喜芃烘焙坊 ,礁溪鄉,8.8,499,2165
115,歐遊國際連鎖精品旅館 - 宜蘭館 ,宜蘭市,8.1,867,2113
116,一田一墅民宿 ,五結鄉,8.7,955,2580
117,東方商務大飯店 ,羅東鎮,8.3,551,1267
118,帝王大飯店 ,礁溪鄉,7.5,750,2112
119,天裕大飯店  ,羅東鎮,7.5,283,1284
120,薪傳人文音樂民宿 ,三星鄉,8.5,224,1247
121,多愛溫泉會館 ,礁溪鄉,7.8,1742,2181
122,明遠藝遊民宿 ,五結鄉,9.1,603,1723
123,第一山海行館 ,頭城鎮,9.0,496,3025
124,礁溪丫丫胡同溫泉民宿  ,礁溪鄉,8.5,920,1212
125,綠Inn ,羅東鎮,8.8,962,1231
126,杜拜時尚戀館 ,宜蘭市,8.0,1612,2468
127,香格里拉休閒農場松羅館 ,冬山鄉,8.4,80,2494
128,山多香青年民宿 ,三星鄉,9.5,10,837
129,幸福之鄉溫泉旅館  ,礁溪鄉,8.9,697,2597
130,SUAO Backpackers蘇澳精品客棧,蘇澳鎮,8.8,435,1039
131,天使星夢渡假村 ,冬山鄉,8.3,270,2862
132,都鄉旅B&B ,羅東鎮,9.4,549,2999
133,太平山黑煙囪景觀民宿 ,大同鄉,8.9,154,3550
134,福岡7號溫泉飯店 ,礁溪鄉,7.8,265,1471
135,快樂幾迷會館 ,宜蘭市,8.4,1470,1556
136,阿先湯泉養生會館 ,礁溪鄉,7.3,363,1645
137,和風嘉一溫泉飯店 ,礁溪鄉,7.3,32,1621
138,和風嘉一溫泉飯店 ,礁溪鄉,7.3,32,1621
139,立都大飯店 ,蘇澳鎮,7.6,193,1299
140,川岸空中Villa ,羅東鎮,9.7,638,2381
141,理想溫泉飯店  ,礁溪鄉,7.5,73,2544
142,晴川禾悅休閒會館 ,五結鄉,9.4,67,3048
143,品愛溫泉行旅,礁溪鄉,7.8,78,2078
144,禾漾溫泉會館 ,礁溪鄉,8.4,136,1710
145,羅東夜市幸福故事民宿II ,羅東鎮,8.4,837,1286
146,羅東麗園別莊 ,五結鄉,8.0,119,2383
147,CIAO 精品民宿 ,頭城鎮,9.1,132,2155
148,礁溪天隆大飯店 ,礁溪鄉,7.8,586,1732
149,雅閣溫泉行館 ,礁溪鄉,9.1,736,3217
150,羅東夜市雅泊館 ,羅東鎮,7.0,151,1929
151,W3青旅 ,羅東鎮,8.5,90,808
152,後山寶典觀自在 ,羅東鎮,9.3,84,3338
153,玉泉溫泉飯店 ,礁溪鄉,8.2,1367,1325
154,水畔星墅時尚會館 ,冬山鄉,9.0,297,4052
155,夜墅 ,冬山鄉,9.3,282,1541
156,溫馨小屋 ,礁溪鄉,7.1,80,935
157,菈芙卡 LaFika ,冬山鄉,9.4,341,1999
158,BoBo旅店 ,羅東鎮,7.6,297,1031
159,86.88B&B ,三星鄉,9.7,153,2315
160,馥蜂溫泉旅館  ,礁溪鄉,6.3,285,2721
161,H & Vacation Home,宜蘭市,9.6,275,2424
162,原宿民宿 ,冬山鄉,9.3,375,3429
163,茉莉莊園  ,礁溪鄉,8.6,767,1216
164,玉蘭山徑小木屋 ,大同鄉,8.3,428,2511
165,坦克文旅 ,羅東鎮,8.8,496,1558
166,設計師的家休閒民宿 ,五結鄉,8.8,69,2121
167,蝸牛漫步B&B ,羅東鎮,9.3,483,2858
168,布魯懷特,五結鄉,9.2,387,2339
169,白宮渡假飯店 ,礁溪鄉,7.9,233,4846
170,綠光行館 ,三星鄉,9.7,306,3105
171,第五季國際旅店 ,羅東鎮,8.8,1130,1223
172,御田旅宿 ,礁溪鄉,9.3,202,2783
173,羅東夜市想念民宿  ,羅東鎮,8.4,39,1039
174,上萊茵莊園 ,壯圍鄉,8.8,253,2424
175,踢被屋民宿 ,羅東鎮,9.2,242,1732
176,迷妮窩 ,羅東鎮,9.5,244,1739
177,美洲溫泉商旅 ,礁溪鄉,9.2,1601,2000
178,木頭人民宿 ,羅東鎮,8.4,743,1096
179,三月三旅店 ,羅東鎮,8.1,121,2771
180,境安樂活民宿 ,冬山鄉,8.6,226,1385
181,Talent Hotel Yilan,羅東鎮,8.5,820,2165
182,似禾苑民宿 Siheyuan Homestay,三星鄉,9.4,66,3200
183,馬妞行旅 夢雲閣 ,礁溪鄉,8.5,135,1546
184,福岡5號溫泉會館 ,礁溪鄉,7.5,613,1904
185,帥王溫泉大飯店 ,礁溪鄉,8.2,42,2078
186,太平山好望角景觀別墅 ,大同鄉,8.2,710,2251
187,意大利溫泉汽車旅館,礁溪鄉,6.9,26,3675
188,山禾居風華別墅 ,大同鄉,8.9,737,2783
189,亞瑟會館 ,宜蘭市,8.4,21,1169
190,歐若菈城堡民宿 ,羅東鎮,8.9,511,1299
191,礁溪山水妍溫泉會館 ,礁溪鄉,7.4,1196,1834
192,花鳥居 ,礁溪鄉,7.8,11,1472
193,Sunday Home,三星鄉,9.4,196,3290
194,東寶複合式旅館 ,羅東鎮,8.1,160,909
195,風箏小木屋 ,冬山鄉,8.7,41,2571
196,Toucheng Homestay,頭城鎮,9.0,668,1000
197,金愛大飯店 ,羅東鎮,7.4,441,1930
198,太平山櫻悅景觀渡假別墅 ,大同鄉,8.6,284,2857
199,自由天地民宿 ,羅東鎮,7.5,442,866
200,九塘苑 ,礁溪鄉,9.1,164,1166
201,貝裡斯 ,羅東鎮,8.4,1596,1385
202,禾風彩魚會館 ,壯圍鄉,9.2,254,2424
203,南方澳背包客棧 ,蘇澳鎮,8.2,67,1558
204,美滿小窩渡假別墅 ,冬山鄉,8.2,79,1905
205,Buluba眺望 ,員山鄉,9.0,42,3478
206,八方景精品窩 ,羅東鎮,7.2,298,1143
207,國城飯店 ,羅東鎮,7.9,409,2870
208,盧森堡山莊民宿  ,礁溪鄉,9.1,382,2589
209,羅東夜市民宿-可星 ,羅東鎮,8.6,25,1212
210,沐谷溫泉旅店 ,礁溪鄉,8.6,549,3446
211,工匠家民宿 ,頭城鎮,9.3,392,2015
212,幸福yes三館 ,羅東鎮,8.8,670,1414
213,陌上花開民宿 ,羅東鎮,8.6,75,1821
214,茶米露景觀渡假別墅  ,大同鄉,8.8,276,2435
215,羅東夜市八平方 ,羅東鎮,8.4,1150,1385
216,家筠民宿 ,羅東鎮,7.6,9,1385
217,映象函館溫泉民宿 ,礁溪鄉,8.2,1350,3502
218,金羅東大飯店 ,羅東鎮,7.5,897,953
219,布克伍旅店 ,冬山鄉,9.5,489,1991
220,金格溫泉旅館  ,礁溪鄉,8.2,321,1039
221,龍山溫泉旅館 ,礁溪鄉,8.2,71,1299
222,羅東節奏民宿,羅東鎮,9.1,14,952
223,i L行館 ,員山鄉,9.1,293,2943
224,宜蘭明水露渡假民宿 ,三星鄉,9.3,152,2260
225,礁溪L溫泉行館  ,礁溪鄉,7.2,172,1870
226,花木馬親子民宿 ,羅東鎮,9.4,99,3972
227,涵暄精品民宿 ,冬山鄉,8.7,156,2753
228,海洋20M - 二館 ,蘇澳鎮,7.4,71,1636
229,綠也渡假莊園 ,五結鄉,9.1,374,2424
230,羅騰堡莊園 ,五結鄉,9.4,226,3130
231,山泉之戀休閒民宿 ,大同鄉,8.8,274,1905
232,伊士脈泉旅 ,礁溪鄉,7.8,2148,2546
233,綠也渡假莊園 ,五結鄉,9.1,374,2424
234,羅騰堡莊園 ,五結鄉,9.4,226,3130
235,山泉之戀休閒民宿 ,大同鄉,8.8,274,1905
236,同榮大飯店 ,羅東鎮,8.0,811,2502
237,伊士脈泉旅 ,礁溪鄉,7.8,2148,2546
238,羅東珍寶,羅東鎮,9.4,218,1048
239,洛卡斯 ,大同鄉,8.4,1330,2174
240,安農671 Annong,三星鄉,9.8,5,3736
241,羅東夜市灰熊民宿 ,羅東鎮,7.9,117,1299
242,涓久川食泊庭園民宿 ,冬山鄉,9.2,116,4987
243,無待民宿 ,五結鄉,9.4,92,4667
244,青禾溫泉家民宿 ,礁溪鄉,7.8,430,1385
245,這好宅 ,羅東鎮,9.6,288,1732
246,亞仕登旅館 ,礁溪鄉,7.2,489,1529
247,悅綠墅民宿 ,員山鄉,8.5,579,2208
248,水舍 ,三星鄉,9.4,96,4156
249,山璞溫泉  ,礁溪鄉,7.8,74,2191
250,羅東夜市繽紛世界,羅東鎮,8.6,232,958
251,礁溪觀景樓溫泉會館 ,礁溪鄉,7.4,448,3086
252,水上屋民宿 ,礁溪鄉,8.5,17,2771
253,布蕾頓法式鄉村民宿 ,羅東鎮,9.5,107,1991
254,福岡3號汽車旅館 ,宜蘭市,6.7,856,1125
255,我的秘密基地 ,羅東鎮,7.7,208,1314
256,龍城旅館 ,羅東鎮,8.1,655,1965
257,雅比斯二 ,礁溪鄉,9.1,565,2476
258,非杋精品汽車旅館 ,宜蘭市,7.8,85,2753
259,可青大飯店 ,宜蘭市,6.8,313,1126
260,宜蘭米蘭穀堡 ,五結鄉,8.7,237,2716
261,池塘邊邊民宿 ,員山鄉,9.0,83,2707
262,宜蘭雅廬景觀度假別墅 ,大同鄉,8.8,340,2684
263,CABREMANOR,冬山鄉,8.7,284,2511
264,宜蘭礁溪民宿‧礁遊趣 ,礁溪鄉,8.7,245,1558
265,羅東亞尼親子民宿,羅東鎮,8.3,7,1905
266,賓成精品商旅 ,宜蘭市,7.1,324,1797
267,簡單的幸福民宿 ,冬山鄉,9.0,294,2165
268,晨曦溫泉宅,頭城鎮,9.4,11,2857
269,夏沐雷 ,五結鄉,9.6,121,2944
270,小隱日光 ,羅東鎮,9.9,31,4442
271,散步民宿  ,羅東鎮,8.6,303,1130
272,蜜糖民宿 ,羅東鎮,9.3,454,1299
273,浮雲遊。咫 ,礁溪鄉,8.8,151,1385
274,浮水印民宿 ,五結鄉,9.1,275,2609
275,大南澳民宿 ,蘇澳鎮,7.7,467,1097
276,Noir 黑舍 ,頭城鎮,9.3,219,4304
277,昕居 ,羅東鎮,8.9,406,1195
278,鹿野星蹤民宿 ,冬山鄉,8.7,243,1930
279,蕾米斯莊園 ,蘇澳鎮,8.9,108,1558
280,幸福210民宿 ,冬山鄉,8.4,411,1038
281,自遊自在民宿 ,冬山鄉,8.8,23,870
282,第五季鄉野別墅 ,五結鄉,8.9,498,1645
283,雙子衛視休閒會館 ,頭城鎮,7.7,13,3043
284,禾風竹露渡假木屋 ,宜蘭市,8.4,416,2504
285,琉戀客佔 ,羅東鎮,9.2,700,2518
286,宜蘭市陳阿姨民宿,宜蘭市,8.8,148,1238
287,夜市芳鄰,羅東鎮,8.2,99,1784
288,驛墅家水岸行館 ,五結鄉,9.0,456,1714
289,海天濱海休閒民宿 ,頭城鎮,7.6,465,3507
290,怡静民宿 ,羅東鎮,9.1,386,1364
291,日光之丘 ,員山鄉,9.7,74,3810
292,美而美民宿 ,三星鄉,9.0,2,1130
293,四季園 ,礁溪鄉,9.1,7,2165
294,貴族旅社 ,羅東鎮,7.4,325,1700
295,家家商務旅館 ,羅東鎮,7.8,136,1732
296,海灘風情民宿   ,頭城鎮,8.9,54,2165
297,羅東夜市貝斯特棧 ,羅東鎮,7.9,197,1363
298,鄉都溫泉旅館 ,礁溪鄉,6.8,110,866
299,羅東Loft旅宿  ,羅東鎮,8.4,398,1126
300,夏爾民宿 ,羅東鎮,9.3,235,2372
301,飛旅宿  ,冬山鄉,9.8,266,3091
302,佐沐的民宿 ,羅東鎮,9.2,234,1908
303,幕之間  ,冬山鄉,9.2,184,1826
304,大方溫泉旅館 ,礁溪鄉,7.8,10,2888
305,石頭屋蝴蝶農場 ,冬山鄉,9.1,63,2424
306,伯利恆之星 ,五結鄉,9.2,185,2282
307,阿Q民宿 ,冬山鄉,9.8,2,1385
308,鰆居民宿  ,三星鄉,8.9,226,1304
309,戀戀河畔民宿 ,五結鄉,8.9,89,1529
310,奧莉薇雅生活小酒店,三星鄉,9.1,112,3857
311,家家陽光house,五結鄉,9.8,7,1299
312,新戀家主義溜溜親子民宿 ,羅東鎮,7.7,429,1497
313,生態綠舟民宿  ,冬山鄉,9.5,379,2000
314,Superman  ,羅東鎮,8.8,546,1057
315,幸福藍星民宿 ,壯圍鄉,8.7,253,1524
316,LivingGreen B&B,羅東鎮,9.0,141,2286
317,庭軒小公館B館   ,蘇澳鎮,8.3,261,1732
318,筑園居民宿 ,員山鄉,9.0,29,1732
319,西樺商務飯店 ,羅東鎮,7.3,173,1645
320,Millu 32,三星鄉,9.2,4,2667
321,泰雅山莊民宿 ,大同鄉,9.1,7,1732
322,依依不捨民宿,五結鄉,9.7,3,1124
323,NO.9 玖民宿 ,五結鄉,9.2,89,1790
324,π 園周綠溫泉會館 Pi Hotspring Resort,礁溪鄉,10.0,1,1541
325,礁溪禾田居 ,礁溪鄉,9.1,84,2095
326,fun 鬆 ,羅東鎮,8.8,165,1026
327,羅東晴晴屋 ,羅東鎮,8.7,435,1008
328,錦 ,冬山鄉,8.9,253,1299
329,輕塵別院 ,五結鄉,9.2,61,4416
330,壯圍愛情海民宿 ,壯圍鄉,8.6,300,1455
331,海邊民宿 Hibnb Guesthouse-全新開幕,壯圍鄉,7.9,165,2597
332,艷陽天民宿 ,頭城鎮,8.4,131,1420
333,我家商務旅店 ,羅東鎮,8.1,232,2144
334,田中小琳  ,礁溪鄉,9.2,1,1732
335,停留民宿  ,頭城鎮,9.5,272,2857
336,宜蘭和莊渡假別墅 ,五結鄉,8.7,116,935
337,赫里翁民宿 ,宜蘭市,9.3,341,1905
338,有朋會館 ,礁溪鄉,8.7,529,4156
339,凱城山莊 ,礁溪鄉,6.9,130,1039
340,小小邸 Small Hotel,羅東鎮,9.5,29,3436
341,月光石-蘭陽夜景民宿,三星鄉,8.9,286,2424
342,土圍192民宿 ,壯圍鄉,9.5,291,1531
343,陽光屋民宿梅花湖畔宜蘭家庭情侶推薦,冬山鄉,9.1,358,3848
344,蒔裳秝景 ,礁溪鄉,8.6,68,2999
345,笑笑魚溫泉民宿 ,礁溪鄉,8.1,8,4675
346,羅東樂活民宿 ,羅東鎮,7.8,305,827
347,庄腳所在民宿 ,員山鄉,8.4,153,2078
348,蝶古巴特風情畫民宿 ,礁溪鄉,8.5,78,2409
349,夜市日新旅店 ,羅東鎮,7.6,136,866
350,宏來民宿  ,礁溪鄉,9.2,121,1558
351,假期365精品旅館 ,羅東鎮,8.4,49,1029
352,水玥休閒會館,員山鄉,9.0,122,2381
353,辰馨辰懿溫泉會館 ,礁溪鄉,9.0,180,3071
354,內行家田園民宿 ,羅東鎮,8.8,605,1732
355,晴語柔民宿 ,冬山鄉,9.4,29,1732
356,社長的家,羅東鎮,9.1,11,1304
357,戀戀夜市民宿 ,羅東鎮,8.3,129,866
358,Yilan early morning B&B,冬山鄉,10.0,1,1281
359,冬杉荷民宿 ,冬山鄉,9.2,4,2771
360,貓腳印 ,羅東鎮,8.8,103,2591
361,新悅汽車旅館 ,蘇澳鎮,6.6,412,866
362,英格蘭精品商務汽車旅館 ,宜蘭市,7.6,143,2160
363,立琦大飯店  ,羅東鎮,6.8,120,3621
364,員山新天地民宿 ,員山鄉,9.2,55,3652
365,蓮春園花間雅舍 ,冬山鄉,8.7,210,2078
366,絕享三合院 ,三星鄉,8.8,86,2251
367,閣陛民宿 ,五結鄉,9.1,161,2165
368,松田民宿 ,礁溪鄉,8.9,121,1651
369,紫藤戀 ,礁溪鄉,9.1,493,1505
370,眠腦教育休閒農場 ,三星鄉,7.3,178,1169
371,紅豆民宿 ,五結鄉,9.1,94,1342
372,FUN輕鬆渡假會館 ,五結鄉,9.1,190,3290
373,101親子溜滑梯民宿  ,冬山鄉,7.5,20,2078
374,礁溪雅比斯民宿 ,礁溪鄉,8.9,350,2273
375,童言童語民宿 ,羅東鎮,8.0,499,1607
376,北成庄蓮花荷畔度假民宿 ,羅東鎮,8.5,265,2407
377,御君臨度假民宿  ,員山鄉,8.0,14,1905
378,享日子,蘇澳鎮,8.7,56,1905
379,牛牛屋 ,三星鄉,9.6,10,2000
380,宜蘭羅東綠之庭民宿 ,羅東鎮,8.7,265,1732
381,有客森林,羅東鎮,8.8,58,1905
382,愛琴海花園汽車旅館 ,五結鄉,8.5,12,2113
383,筠的家 ,羅東鎮,6.8,108,1126
384,蝶舞境安溜滑梯親子民宿 ,冬山鄉,8.9,235,2144
385,騏驊珍琚賞鯨民宿 ,頭城鎮,9.1,423,2061
386,親水棧民宿 ,五結鄉,8.9,129,1565
387,渥爾夫民宿 ,冬山鄉,9.1,39,2290
388,花鹿米民宿  ,冬山鄉,8.3,103,2885
389,新開幕斑鳩小鎮森活親子民宿 ,五結鄉,9.3,22,2234
390,閣樂親子旅宿 ,羅東鎮,9.6,18,2350
391,羅東夜市金宿喜親子民宿 ,羅東鎮,8.6,77,1385
392,蝶古巴特風情畫手作民宿 ,礁溪鄉,9.0,12,3977
393,宜蘭和莊民宿2館 ,五結鄉,8.9,34,1212
394,享亨民宿 ,羅東鎮,7.1,89,1361
395,戀戀小棧民宿 ,五結鄉,8.8,492,1385
396,五號天空民宿3間房包棟,三星鄉,9.6,16,2251
397,植意間夢境民宿 ,五結鄉,8.9,187,865
398,甲蟲森林民宿  ,礁溪鄉,9.1,51,3290
399,太平山部落山莊景觀民宿,大同鄉,8.9,16,2095
400,秀福民宿 ,五結鄉,9.4,45,1299
401,星河民宿 ,羅東鎮,8.4,9,1314
402,小清新民宿 ,羅東鎮,9.1,1097,1798
403,鴻月莊溫泉客棧 ,礁溪鄉,7.8,16,1091
404,彩虹園民宿 ,冬山鄉,8.2,114,3557
405,阿根廷烤肉餐廳民宿 ,礁溪鄉,7.7,43,1905
406,超平價度假民宿 ,羅東鎮,8.8,118,1039
407,蘭博會館 ,頭城鎮,8.5,322,1619
408,水井町民宿 ,羅東鎮,7.1,56,1325
409,匯沄居民宿 ,三星鄉,9.4,2,1471
410,北方札特 ,冬山鄉,9.1,73,3169
411,蘭田雅舍 ,礁溪鄉,8.9,93,2435
412,夏威夷商務汽車旅館 ,宜蘭市,6.7,215,2140
413,浮光民宿 ,礁溪鄉,9.1,124,2580
414,matsusha sha b&b,冬山鄉,8.6,56,2078
415,虎爸羊媽歡樂屋 ,三星鄉,9.1,15,1913
416,黃金屋渡假民宿 ,五結鄉,7.7,20,2424
417,睡海邊-雅房包棟,蘇澳鎮,7.8,10,1792
418,夏初民宿 ,羅東鎮,9.4,137,2435
419,羅東民宿芙米兒城堡 ,羅東鎮,7.6,207,3810
420,麵包樹民宿  ,五結鄉,8.8,86,1385
421,頭城休閒農場酒店 ,頭城鎮,7.6,183,2917
422,員山鄉的9臥室別墅 - 594平方公尺/9間專用衛浴 ,員山鄉,9.1,137,3507
423,蝴蝶結溜滑梯親子民宿 ,員山鄉,8.1,108,1830
424,曼漫森林 ,羅東鎮,9.8,6,1385
425,皇泰大飯店 ,礁溪鄉,8.1,402,1620
426,泉嘉溫泉會館 ,礁溪鄉,8.3,336,3882
427,旅人空間民宿  ,冬山鄉,8.5,41,2381
428,旅人空間民宿  ,冬山鄉,8.5,41,2381
429,叢宿 ,羅東鎮,9.9,4,1801
430,鄉下民宿 ,壯圍鄉,7.9,15,1524
431,月亮的家  ,三星鄉,6.1,70,4145
432,湖漾189風格旅店 ,冬山鄉,8.7,475,4433
433,香林茶園民宿 ,大同鄉,8.4,157,1905
434,羅東夜市樂活  ,羅東鎮,10.0,1,1238
435,雷院子民宿  ,三星鄉,9.3,271,3818
436,Lady M 羅東夜市口 ,羅東鎮,8.6,161,1558
437,森情休閒民宿 ,大同鄉,8.5,18,1905
438,美夢成真 ,三星鄉,9.1,19,2424
439,田田圈民宿 ,羅東鎮,8.6,28,1731
440,樂旅湯宿 ,礁溪鄉,8.7,39,2743
441,櫻戀河畔民宿 ,冬山鄉,9.4,154,2462
442,礁溪逸仙泉旅宿 ,礁溪鄉,7.8,588,1948
443,礁溪昀居渡假別墅 ,礁溪鄉,8.9,170,1925
444,北投117民宿 ,羅東鎮,9.3,230,1287
445,宜蘭24度42分民宿 ,五結鄉,9.5,14,3117
446,奧羅拉風格民宿 ,五結鄉,8.6,75,2000
447,天下居汽車旅館 ,宜蘭市,7.6,291,1972
448,神之島民宿 ,冬山鄉,8.7,176,2684
449,帕默度假民宿 ,五結鄉,7.7,38,1255
