,旅店名稱,鄰近地區,旅客評分,旅客評鑑數目,旅店當天價格,lat,log
40,沐恩遠東溫泉渡假飯店,礁溪鄉,8.5,354,3818,24.827085,121.7701785
41,5963右轉民宿,礁溪鄉,9.3,834,1385,24.8187717,121.7569226
42,迷你兔民宿,宜蘭市,9.0,158,2783,24.7205579,121.7536113
43,美嘉美大飯店,礁溪鄉,7.5,1426,1317,24.8288597,121.7672528
44,宜蘭富翔大飯店,宜蘭市,7.7,1143,1625,24.7516238,121.7632529
45,頭城鎮的1臥室公寓 - 18平方公尺1間專用衛浴,頭城鎮,9.3,10,994,24.8490713,121.8099977
46,湯匙溫泉會館,礁溪鄉,8.5,66,2783,24.8274142,121.7703596
47,沐村溫泉會館,礁溪鄉,8.7,307,2251,24.8280953,121.7710388
48,和風時尚館,頭城鎮,7.8,692,2909,24.8420781,121.791947
49,頭城鎮的1臥室公寓 - 13平方公尺1間專用衛浴,頭城鎮,7.7,4,974,24.8490713,121.8099977
50,晶樺商務大飯店,羅東鎮,7.5,2656,1302,24.6795451,121.772005
51,26旅店,宜蘭市,8.9,1185,1602,24.7562652,121.7572274
52,冬山鄉的1臥室小屋 - 40平方公尺1間專用衛浴,冬山鄉,8.2,9,3891,24.6464961,121.7782031
53,東遊溫泉驛棧,礁溪鄉,8.2,996,1385,24.8325723,121.7855837
54,黑海時光館,礁溪鄉,8.2,1680,1108,24.8291606,121.7705507
55,水岸森林休閒農場,冬山鄉,8.1,756,5648,24.6837326,121.7318603
56,壹閣,羅東鎮,8.9,141,2251,24.6765762,121.7637671
57,米淇旅店 - 羅東館,羅東鎮,8.8,283,1507,24.6795451,121.772005
58,AT Home 寵物友善公寓,宜蘭市,10.0,3,2286,24.6795451,121.772005
59,羅東夜市幸福故事商旅,羅東鎮,8.7,2333,999,24.6756354,121.7700329
60,空氣協議 輕旅行,羅東鎮,8.4,443,1558,24.6758447,121.7678739
61,Chyi's 通鋪,羅東鎮,9.5,3,3948,24.6832029,121.7719869
62,若水溫泉旅館,礁溪鄉,8.3,1672,1697,24.83302,121.774472
63,貳十二度行旅,蘇澳鎮,9.1,615,2580,24.6181313,121.8385144
64,羅東幼獅大飯店,羅東鎮,7.7,1042,2136,24.6750761,121.7697409
65,水月星賞會館,冬山鄉,9.4,362,3222,24.6563297,121.7721582
66,園仔湯旅店,礁溪鄉,8.5,3554,2580,24.8280032,121.7723938
67,Anho Chew Hotel,羅東鎮,8.4,2943,1192,24.6789205,121.7736089
68,川湯春天溫泉飯店 - 德陽館,礁溪鄉,8.4,1209,3253,24.8281307,121.773654
69,頭城溫泉海景168,頭城鎮,8.6,107,4095,24.6832029,121.7719869
70,礁溪21號溫泉旅店,礁溪鄉,8.4,1884,1732,24.826778,121.770979
71,天使輕旅礁溪溫泉,礁溪鄉,7.7,1958,2088,24.8295123,121.777138
72,華閣溫泉飯店,礁溪鄉,8.5,468,2374,24.830254,121.775925
73,朗居文旅,頭城鎮,8.3,416,2198,24.856426,121.8245742
74,雀客童媽吉親子旅館,羅東鎮,9.4,10,13424,24.6773287,121.7731343
75,香格里拉冬山河渡假飯店,五結鄉,8.1,1316,3290,24.6768641,121.8135651
76,友愛大飯店,宜蘭市,7.5,828,1805,24.7577931,121.7566483
77,古舍古鄉,大同鄉,9.0,241,1826,24.6391779,121.5771941
78,58度溫泉湯苑會館,礁溪鄉,8.0,4226,1327,24.8271377,121.7716996
79,雁窩Goose Nest,羅東鎮,9.1,455,1314,24.675005,121.7756006
80,慢漫湯溫泉旅宿,礁溪鄉,9.0,908,1758,24.8276746,121.7654463
81,木棉道美學商旅,羅東鎮,8.0,1329,2836,24.6753681,121.7680218
82,慕夏精品旅館,宜蘭市,7.6,1241,1082,24.7568567,121.7568877
83,水蠟燭水稻輕旅行,五結鄉,9.4,110,2840,24.6943274,121.8217493
84,1919背包客棧,宜蘭市,9.4,26,1230,24.7548549,121.7574882
85,自然而然民宿,五結鄉,9.2,118,4156,24.6747136,121.8074827
86,福岡1號溫泉飯店,礁溪鄉,7.8,1787,1644,24.8293301,121.7703688
87,晏京精品旅館,羅東鎮,7.8,1134,2623,24.6800946,121.7780074
88,春水笈溫泉度假會館,礁溪鄉,8.0,1804,2207,24.812807,121.7732801
89,藏闊渡假會館,五結鄉,8.9,796,2529,24.6909163,121.7962028
90,山多利大飯店,礁溪鄉,8.6,1699,3429,24.817626,121.7810256
91,悠宅SPA養生會館,礁溪鄉,9.0,1051,1925,24.8305138,121.7722925
92,福岡2號溫泉會館,礁溪鄉,7.5,1582,1558,24.8271377,121.7719854
93,和斯頓精緻溫泉旅館,礁溪鄉,7.2,910,4769,24.8291049,121.7747909
94,自然風溫泉會館,礁溪鄉,8.3,1957,1528,24.8328615,121.7722927
95,豪美日月光大飯店,礁溪鄉,7.3,732,2303,24.8288162,121.7749306
96,青池人文溫泉旅店,礁溪鄉,7.1,1499,1247,24.8281246,121.7748339
97,小窩旅店,羅東鎮,9.4,22,1121,24.6772178,121.7720338
98,綠動湯泉原宿,礁溪鄉,8.5,573,2999,24.8320096,121.774634
99,蘭陽四季會館,冬山鄉,8.0,452,2086,24.638835,121.778823
100,小島天光民宿,冬山鄉,8.9,762,2570,24.660857,121.781597
101,神農青舍,宜蘭市,8.1,600,1732,24.7523385,121.7513648
102,N. castle Hotel,宜蘭市,8.9,246,1401,24.7563501,121.7577785
103,漫.深活湯旅,礁溪鄉,8.6,884,2032,24.8201723,121.7675184
104,福岡6號溫泉飯店,礁溪鄉,8.1,694,1904,24.8288727,121.7711006
105,日光綠築,冬山鄉,9.1,1236,3810,24.6607507,121.8103682
106,大成飯店,宜蘭市,7.9,1212,1196,24.7564018,121.7575059
107,綺麗商旅 蘇澳館,蘇澳鎮,8.2,1685,2381,24.5953837,121.857233
108,水筠間民宿,羅東鎮,9.2,464,2078,24.6765423,121.7499695
109,冬山驛青年旅館,冬山鄉,9.2,252,2086,24.639626,121.7919093
110,居十六客棧,宜蘭市,8.1,831,2228,24.75095,121.752963
111,夢想藍圖,羅東鎮,8.9,655,1354,24.678049,121.767654
112,羅東夜市哈妮的家,羅東鎮,9.2,602,1646,24.6761264,121.773796
113,靈感青年旅舍,羅東鎮,9.2,1408,565,24.6719602,121.7809575
114,喜芃烘焙坊,礁溪鄉,8.8,499,2165,24.8219578,121.7712455
115,歐遊國際連鎖精品旅館 - 宜蘭館,宜蘭市,8.1,867,2113,24.7713983,121.7580611
116,一田一墅民宿,五結鄉,8.7,955,2580,24.6785534,121.8126078
117,東方商務大飯店,羅東鎮,8.3,551,1267,24.6774403,121.7724389
118,帝王大飯店,礁溪鄉,7.5,750,2112,24.8285331,121.7738388
119,天裕大飯店,羅東鎮,7.5,283,1284,24.6698835,121.7698053
120,薪傳人文音樂民宿,三星鄉,8.5,224,1247,24.6864364,121.7151147
121,多愛溫泉會館,礁溪鄉,7.8,1742,2181,24.8266811,121.7703896
122,明遠藝遊民宿,五結鄉,9.1,603,1723,24.8219578,121.7712455
123,第一山海行館,頭城鎮,9.0,496,3025,24.8610604,121.8289063
124,礁溪丫丫胡同溫泉民宿,礁溪鄉,8.5,920,1212,24.825565,121.7726096
125,綠Inn,羅東鎮,8.8,962,1231,24.681649,121.7759876
126,杜拜時尚戀館,宜蘭市,8.0,1612,2468,24.7665018,121.7594804
127,香格里拉休閒農場松羅館,冬山鄉,8.4,80,2494,24.6325059,121.7290089
128,山多香青年民宿,三星鄉,9.5,10,837,24.6959973,121.7357913
129,幸福之鄉溫泉旅館,礁溪鄉,8.9,697,2597,24.8322125,121.7747871
130,SUAO Backpackers蘇澳精品客棧,蘇澳鎮,8.8,435,1039,24.6180406,121.8342116
131,天使星夢渡假村,冬山鄉,8.3,270,2862,24.68035,121.7398336
132,都鄉旅B&B,羅東鎮,9.4,549,2999,24.6763037,121.7814322
133,太平山黑煙囪景觀民宿,大同鄉,8.9,154,3550,24.670615,121.590205
134,福岡7號溫泉飯店,礁溪鄉,7.8,265,1471,24.8257897,121.7636347
135,快樂幾迷會館,宜蘭市,8.4,1470,1556,24.7539892,121.7516052
136,阿先湯泉養生會館,礁溪鄉,7.3,363,1645,24.8325231,121.7735218
137,和風嘉一溫泉飯店,礁溪鄉,7.3,32,1621,24.8282035,121.7723546
138,和風嘉一溫泉飯店,礁溪鄉,7.3,32,1621,24.8282035,121.7723546
139,立都大飯店,蘇澳鎮,7.6,193,1299,24.5981116,121.8561337
140,川岸空中Villa,羅東鎮,9.7,638,2381,24.6689245,121.7843797
141,理想溫泉飯店,礁溪鄉,7.5,73,2544,24.828674,121.7670479
142,晴川禾悅休閒會館,五結鄉,9.4,67,3048,24.67841,121.812414
143,品愛溫泉行旅,礁溪鄉,7.8,78,2078,24.8288801,121.7720969
144,禾漾溫泉會館,礁溪鄉,8.4,136,1710,24.8282433,121.7712753
145,羅東夜市幸福故事民宿II,羅東鎮,8.4,837,1286,24.6756354,121.7700329
146,羅東麗園別莊,五結鄉,8.0,119,2383,24.697102,121.765488
147,CIAO 精品民宿,頭城鎮,9.1,132,2155,24.866896,121.8317028
148,礁溪天隆大飯店,礁溪鄉,7.8,586,1732,24.8293544,121.7765162
149,雅閣溫泉行館,礁溪鄉,9.1,736,3217,24.8317187,121.7736783
150,羅東夜市雅泊館,羅東鎮,7.0,151,1929,24.6734352,121.7688426
151,W3青旅,羅東鎮,8.5,90,808,24.671456,121.781226
152,後山寶典觀自在,羅東鎮,9.3,84,3338,24.6719721,121.7477571
153,玉泉溫泉飯店,礁溪鄉,8.2,1367,1325,24.8284395,121.7711578
154,水畔星墅時尚會館,冬山鄉,9.0,297,4052,24.6425813,121.7534001
155,夜墅,冬山鄉,9.3,282,1541,24.6494699,121.7805213
156,溫馨小屋,礁溪鄉,7.1,80,935,24.82618,121.7644869
157,菈芙卡 LaFika,冬山鄉,9.4,341,1999,24.673125,121.734632
158,BoBo旅店,羅東鎮,7.6,297,1031,24.688832,121.754675
159,86.88B&B,三星鄉,9.7,153,2315,24.6688344,121.6835332
160,馥蜂溫泉旅館,礁溪鄉,6.3,285,2721,24.8292484,121.7714153
161,H & Vacation Home,宜蘭市,9.6,275,2424,24.8284395,121.7711578
162,原宿民宿,冬山鄉,9.3,375,3429,24.6418574,121.7754812
163,茉莉莊園,礁溪鄉,8.6,767,1216,24.8005488,121.759076
164,玉蘭山徑小木屋,大同鄉,8.3,428,2511,24.670974,121.595936
165,坦克文旅,羅東鎮,8.8,496,1558,24.673125,121.734632
166,設計師的家休閒民宿,五結鄉,8.8,69,2121,24.6995732,121.8095276
167,蝸牛漫步B&B,羅東鎮,9.3,483,2858,24.6991265,121.760399
168,布魯懷特,五結鄉,9.2,387,2339,24.7071385,121.821584
169,白宮渡假飯店,礁溪鄉,7.9,233,4846,24.8171427,121.8087859
170,綠光行館,三星鄉,9.7,306,3105,24.6717288,121.7097321
171,第五季國際旅店,羅東鎮,8.8,1130,1223,24.6795215,121.7718741
172,御田旅宿,礁溪鄉,9.3,202,2783,24.7955429,121.8040248
173,羅東夜市想念民宿,羅東鎮,8.4,39,1039,24.6778968,121.7698398
174,上萊茵莊園,壯圍鄉,8.8,253,2424,24.7902575,121.7938784
175,踢被屋民宿,羅東鎮,9.2,242,1732,24.6865478,121.7529836
176,迷妮窩,羅東鎮,9.5,244,1739,24.6700259,121.7848573
177,美洲溫泉商旅,礁溪鄉,9.2,1601,2000,24.828136,121.7708915
178,木頭人民宿,羅東鎮,8.4,743,1096,24.6780898,121.767513
179,三月三旅店,羅東鎮,8.1,121,2771,24.695963,121.754877
180,境安樂活民宿,冬山鄉,8.6,226,1385,24.6837706,121.7433574
181,Talent Hotel Yilan,羅東鎮,8.5,820,2165,24.6758447,121.7678739
182,似禾苑民宿 Siheyuan Homestay,三星鄉,9.4,66,3200,24.6756626,121.6659931
183,馬妞行旅 夢雲閣,礁溪鄉,8.5,135,1546,24.8257837,121.7709021
184,福岡5號溫泉會館,礁溪鄉,7.5,613,1904,24.8286994,121.776141
185,帥王溫泉大飯店,礁溪鄉,8.2,42,2078,24.8295513,121.7764615
186,太平山好望角景觀別墅,大同鄉,8.2,710,2251,24.670807,121.594217
187,意大利溫泉汽車旅館,礁溪鄉,6.9,26,3675,24.826246,121.763648
188,山禾居風華別墅,大同鄉,8.9,737,2783,24.6679271,121.5954209
189,亞瑟會館,宜蘭市,8.4,21,1169,24.7427198,121.7378902
190,歐若菈城堡民宿,羅東鎮,8.9,511,1299,24.666979,121.792404
191,礁溪山水妍溫泉會館,礁溪鄉,7.4,1196,1834,24.8271467,121.7698465
192,花鳥居,礁溪鄉,7.8,11,1472,24.8266496,121.7838586
193,Sunday Home,三星鄉,9.4,196,3290,24.6734833,121.7217833
194,東寶複合式旅館,羅東鎮,8.1,160,909,24.6726522,121.770435
195,風箏小木屋,冬山鄉,8.7,41,2571,24.6605701,121.80627
196,Toucheng Homestay,頭城鎮,9.0,668,1000,24.8583943,121.8215926
197,金愛大飯店,羅東鎮,7.4,441,1930,24.6798878,121.7741089
198,太平山櫻悅景觀渡假別墅,大同鄉,8.6,284,2857,24.6752978,121.5861408
199,自由天地民宿,羅東鎮,7.5,442,866,24.6773347,121.7950256
200,九塘苑,礁溪鄉,9.1,164,1166,24.8179277,121.8110794
201,貝裡斯,羅東鎮,8.4,1596,1385,24.6757496,121.7645961
202,禾風彩魚會館,壯圍鄉,9.2,254,2424,24.7654168,121.7959004
203,南方澳背包客棧,蘇澳鎮,8.2,67,1558,24.5814728,121.8679809
204,美滿小窩渡假別墅,冬山鄉,8.2,79,1905,24.636073,121.773466
205,Buluba眺望,員山鄉,9.0,42,3478,24.7236722,121.7290562
206,八方景精品窩,羅東鎮,7.2,298,1143,24.6776715,121.7633251
207,國城飯店,羅東鎮,7.9,409,2870,24.6764739,121.764851
208,盧森堡山莊民宿,礁溪鄉,9.1,382,2589,24.819578,121.757339
209,羅東夜市民宿-可星,羅東鎮,8.6,25,1212,24.6757496,121.7645961
210,沐谷溫泉旅店,礁溪鄉,8.6,549,3446,24.829032,121.776699
211,工匠家民宿,頭城鎮,9.3,392,2015,24.8376577,121.7994421
212,幸福yes三館,羅東鎮,8.8,670,1414,24.675597,121.766977
213,陌上花開民宿,羅東鎮,8.6,75,1821,24.6894826,121.7535307
214,茶米露景觀渡假別墅,大同鄉,8.8,276,2435,24.6731909,121.6003597
215,羅東夜市八平方,羅東鎮,8.4,1150,1385,24.6763742,121.7690435
216,家筠民宿,羅東鎮,7.6,9,1385,24.676206,121.793681
217,映象函館溫泉民宿,礁溪鄉,8.2,1350,3502,24.8247611,121.7721105
218,金羅東大飯店,羅東鎮,7.5,897,953,24.6774097,121.7684588
219,布克伍旅店,冬山鄉,9.5,489,1991,24.662195,121.737905
220,金格溫泉旅館,礁溪鄉,8.2,321,1039,24.828223,121.77327
221,龍山溫泉旅館,礁溪鄉,8.2,71,1299,24.8274638,121.7702846
222,羅東節奏民宿,羅東鎮,9.1,14,952,24.6838069,121.7757229
223,i L行館,員山鄉,9.1,293,2943,24.7447906,121.7150139
224,宜蘭明水露渡假民宿,三星鄉,9.3,152,2260,24.673433,121.674913
225,礁溪L溫泉行館,礁溪鄉,7.2,172,1870,24.8266832,121.7705923
226,花木馬親子民宿,羅東鎮,9.4,99,3972,24.6901376,121.7570425
227,涵暄精品民宿,冬山鄉,8.7,156,2753,24.6707543,121.8091229
228,海洋20M - 二館,蘇澳鎮,7.4,71,1636,24.5778318,121.8699209
229,綠也渡假莊園,五結鄉,9.1,374,2424,24.6794548,121.8142776
230,羅騰堡莊園,五結鄉,9.4,226,3130,24.6769908,121.807785
231,山泉之戀休閒民宿,大同鄉,8.8,274,1905,24.6735161,121.600209
232,伊士脈泉旅,礁溪鄉,7.8,2148,2546,24.8337067,121.771108
233,綠也渡假莊園,五結鄉,9.1,374,2424,24.6794548,121.8142776
234,羅騰堡莊園,五結鄉,9.4,226,3130,24.6769908,121.807785
235,山泉之戀休閒民宿,大同鄉,8.8,274,1905,24.6735161,121.600209
236,同榮大飯店,羅東鎮,8.0,811,2502,24.6793896,121.7719544
237,伊士脈泉旅,礁溪鄉,7.8,2148,2546,24.8337067,121.771108
238,羅東珍寶,羅東鎮,9.4,218,1048,24.6750961,121.7644636
239,洛卡斯,大同鄉,8.4,1330,2174,24.645254,121.5639743
240,安農671 Annong,三星鄉,9.8,5,3736,24.6655244,121.6581634
241,羅東夜市灰熊民宿,羅東鎮,7.9,117,1299,24.6803183,121.7653366
242,涓久川食泊庭園民宿,冬山鄉,9.2,116,4987,24.6526149,121.7284378
243,無待民宿,五結鄉,9.4,92,4667,24.7173346,121.8148975
244,青禾溫泉家民宿,礁溪鄉,7.8,430,1385,24.8225665,121.768958
245,這好宅,羅東鎮,9.6,288,1732,24.6701525,121.7846917
246,亞仕登旅館,礁溪鄉,7.2,489,1529,24.8293993,121.7714182
247,悅綠墅民宿,員山鄉,8.5,579,2208,24.723161,121.716863
248,水舍,三星鄉,9.4,96,4156,24.683625,121.703718
249,山璞溫泉,礁溪鄉,7.8,74,2191,24.8267225,121.7702027
250,羅東夜市繽紛世界,羅東鎮,8.6,232,958,24.6526149,121.7284378
251,礁溪觀景樓溫泉會館,礁溪鄉,7.4,448,3086,24.8334677,121.7718165
252,水上屋民宿,礁溪鄉,8.5,17,2771,24.8198373,121.8038847
253,布蕾頓法式鄉村民宿,羅東鎮,9.5,107,1991,24.669849,121.7536
254,福岡3號汽車旅館,宜蘭市,6.7,856,1125,24.7732174,121.7574191
255,我的秘密基地,羅東鎮,7.7,208,1314,24.6771203,121.7948517
256,龍城旅館,羅東鎮,8.1,655,1965,24.6753144,121.7689407
257,雅比斯二,礁溪鄉,9.1,565,2476,24.8267225,121.7702027
258,非杋精品汽車旅館,宜蘭市,7.8,85,2753,24.7710262,121.758288
259,可青大飯店,宜蘭市,6.8,313,1126,24.7592579,121.7559221
260,宜蘭米蘭穀堡,五結鄉,8.7,237,2716,24.708038,121.796205
261,池塘邊邊民宿,員山鄉,9.0,83,2707,24.7458537,121.7034317
262,宜蘭雅廬景觀度假別墅,大同鄉,8.8,340,2684,24.670713,121.589655
263,CABREMANOR,冬山鄉,8.7,284,2511,24.66526,121.8040092
264,宜蘭礁溪民宿‧礁遊趣,礁溪鄉,8.7,245,1558,24.8333133,121.7885208
265,羅東亞尼親子民宿,羅東鎮,8.3,7,1905,24.6818169,121.7709234
266,賓成精品商旅,宜蘭市,7.1,324,1797,24.757268,121.7518985
267,簡單的幸福民宿,冬山鄉,9.0,294,2165,24.6710753,121.8031591
268,晨曦溫泉宅,頭城鎮,9.4,11,2857,24.708038,121.796205
269,夏沐雷,五結鄉,9.6,121,2944,24.6772409,121.8151022
270,小隱日光,羅東鎮,9.9,31,4442,24.686176,121.753196
271,散步民宿,羅東鎮,8.6,303,1130,24.683148,121.757878
272,蜜糖民宿,羅東鎮,9.3,454,1299,24.6647012,121.7952749
273,浮雲遊。咫,礁溪鄉,8.8,151,1385,24.809044,121.793646
274,浮水印民宿,五結鄉,9.1,275,2609,24.6766183,121.8114678
275,大南澳民宿,蘇澳鎮,7.7,467,1097,24.4652876,121.8045221
276,Noir 黑舍,頭城鎮,9.3,219,4304,24.8647953,121.8312632
277,昕居,羅東鎮,8.9,406,1195,24.6765906,121.7712985
278,鹿野星蹤民宿,冬山鄉,8.7,243,1930,24.649692,121.731323
279,蕾米斯莊園,蘇澳鎮,8.9,108,1558,24.6205578,121.8461532
280,幸福210民宿,冬山鄉,8.4,411,1038,24.655755,121.785222
281,自遊自在民宿,冬山鄉,8.8,23,870,24.6645171,121.7736023
282,第五季鄉野別墅,五結鄉,8.9,498,1645,24.6922218,121.8157216
283,雙子衛視休閒會館,頭城鎮,7.7,13,3043,24.8153456,121.7638971
284,禾風竹露渡假木屋,宜蘭市,8.4,416,2504,24.7402276,121.7801841
285,琉戀客佔,羅東鎮,9.2,700,2518,24.6771999,121.771898
286,宜蘭市陳阿姨民宿,宜蘭市,8.8,148,1238,24.7527344,121.7575039
287,夜市芳鄰,羅東鎮,8.2,99,1784,24.6765963,121.7660776
288,驛墅家水岸行館,五結鄉,9.0,456,1714,24.6926003,121.831148
289,海天濱海休閒民宿,頭城鎮,7.6,465,3507,24.889265,121.8490809
290,怡静民宿,羅東鎮,9.1,386,1364,24.6731721,121.7856715
291,日光之丘,員山鄉,9.7,74,3810,24.7370535,121.6959298
292,美而美民宿,三星鄉,9.0,2,1130,24.661168,121.623125
293,四季園,礁溪鄉,9.1,7,2165,24.7846374,121.6961898
294,貴族旅社,羅東鎮,7.4,325,1700,24.6771836,121.7719312
295,家家商務旅館,羅東鎮,7.8,136,1732,24.6760443,121.7722431
296,海灘風情民宿,頭城鎮,8.9,54,2165,24.879429,121.842343
297,羅東夜市貝斯特棧,羅東鎮,7.9,197,1363,24.6823915,121.7700139
298,鄉都溫泉旅館,礁溪鄉,6.8,110,866,24.8263503,121.7713688
299,羅東Loft旅宿,羅東鎮,8.4,398,1126,24.7370535,121.6959298
300,夏爾民宿,羅東鎮,9.3,235,2372,24.6878849,121.7532752
301,飛旅宿,冬山鄉,9.8,266,3091,24.6510782,121.7908357
302,佐沐的民宿,羅東鎮,9.2,234,1908,24.6994586,121.7612938
303,幕之間,冬山鄉,9.2,184,1826,24.6717756,121.8050971
304,大方溫泉旅館,礁溪鄉,7.8,10,2888,24.82686,121.764877
305,石頭屋蝴蝶農場,冬山鄉,9.1,63,2424,24.650549,121.736105
306,伯利恆之星,五結鄉,9.2,185,2282,24.6880246,121.7909297
307,阿Q民宿,冬山鄉,9.8,2,1385,24.6708899,121.8041261
308,鰆居民宿,三星鄉,8.9,226,1304,24.668797,121.706605
309,戀戀河畔民宿,五結鄉,8.9,89,1529,24.672883,121.809505
310,奧莉薇雅生活小酒店,三星鄉,9.1,112,3857,24.6684143,121.7069534
311,家家陽光house,五結鄉,9.8,7,1299,24.6728851,121.8098308
312,新戀家主義溜溜親子民宿,羅東鎮,7.7,429,1497,24.666415,121.798202
313,生態綠舟民宿,冬山鄉,9.5,379,2000,24.6498981,121.7848125
314,Superman,羅東鎮,8.8,546,1057,24.6756561,121.7646141
315,幸福藍星民宿,壯圍鄉,8.7,253,1524,24.7765715,121.7878018
316,LivingGreen B&B,羅東鎮,9.0,141,2286,24.674149,121.788711
317,庭軒小公館B館,蘇澳鎮,8.3,261,1732,24.6142435,121.8389982
318,筑園居民宿,員山鄉,9.0,29,1732,24.70949,121.701453
319,西樺商務飯店,羅東鎮,7.3,173,1645,24.6784923,121.7698451
320,Millu 32,三星鄉,9.2,4,2667,24.6708428,121.6859887
321,泰雅山莊民宿,大同鄉,9.1,7,1732,24.682968,121.6070066
322,依依不捨民宿,五結鄉,9.7,3,1124,24.673212,121.8093624
323,NO.9 玖民宿,五結鄉,9.2,89,1790,24.6910241,121.7965947
324,π 園周綠溫泉會館 Pi Hotspring Resort,礁溪鄉,10.0,1,1541,24.8280953,121.7710388
325,礁溪禾田居,礁溪鄉,9.1,84,2095,24.8089411,121.8093628
326,fun 鬆,羅東鎮,8.8,165,1026,24.67404,121.774015
327,羅東晴晴屋,羅東鎮,8.7,435,1008,24.672952,121.783695
328,錦,冬山鄉,8.9,253,1299,24.6708428,121.6859887
329,輕塵別院,五結鄉,9.2,61,4416,24.701541,121.7973406
330,壯圍愛情海民宿,壯圍鄉,8.6,300,1455,24.75041,121.815669
331,海邊民宿 Hibnb Guesthouse-全新開幕,壯圍鄉,7.9,165,2597,24.7572625,121.8158164
332,艷陽天民宿,頭城鎮,8.4,131,1420,24.8643949,121.8316609
333,我家商務旅店,羅東鎮,8.1,232,2144,24.6772201,121.7719162
334,田中小琳,礁溪鄉,9.2,1,1732,24.3299683,121.1726662
335,停留民宿,頭城鎮,9.5,272,2857,24.8644774,121.8319663
336,宜蘭和莊渡假別墅,五結鄉,8.7,116,935,24.6893588,121.8081657
337,赫里翁民宿,宜蘭市,9.3,341,1905,25.0864548,121.5633872
338,有朋會館,礁溪鄉,8.7,529,4156,24.783576,121.7007095
339,凱城山莊,礁溪鄉,6.9,130,1039,24.825998,121.7634
340,小小邸 Small Hotel,羅東鎮,9.5,29,3436,24.6746239,121.7708762
