,0,0,0,0,0
18,"台北醫學院2F,獨立套房,明亮安全優選好屋",獨立套房 5坪 2F/4F,信義區-吳興街284巷,距麟光站704公尺,11000
19,台北車站捷運站前的優質套房~,獨立套房 3.5坪 2F/5F,中正區-公園路20巷4號,距台北車站139公尺,8600
20,近101及台北醫學院全新液晶電視套房,獨立套房 5坪 5F/5F,信義區-吳興街284巷30弄77號,距麟光站587公尺,7000
21,電梯優質套房!台北車站3分鐘！優選好屋,獨立套房 6坪 4F/5F,大同區-太原路,距台北車站站386公尺,12500
22,"新屋,近台北,中山捷運,獨立套房",獨立套房 10坪 2F/2F,大同區-承德路一段67號,距中山站303公尺,18000
23,台北車站【五星飯店式】獨棟電梯~獨立套房優選好屋,獨立套房 8坪 3F/5F,中正區-延平北路一段69巷13號,距北門站163公尺,18000
24,台北車站對面電梯大樓獨立套房鄰近臺大醫院,獨立套房 14坪 15F/22F,國際觀光商業大樓中正區-忠孝西路一段,距台北車站144公尺,17000
25,近台北車站西門乾淨舒適大窗電梯大樓優選好屋,獨立套房 8坪 2F/8F,台灣設計師的家中正區-開封街一段90號,距北門站377公尺,19800
26,近迪化街商圈中興醫院台北車站寧夏夜市優選好屋,獨立套房 6坪 3F/3F,大同區-南京西路,距北門站524公尺,9500
27,台北捷運中山站套房出租,獨立套房 10坪 5F/5F,中山區-天津街,距中山站383公尺,12800
28,時尚台北~近捷運善導寺忠孝新生松江南京,獨立套房 7坪 4F/4F,中山區-長安東路一段77巷,距松江南京618公尺,14500
29,"近捷運台北車站,樓中樓優選好屋",獨立套房 樓中樓 7坪 2F/5F,大同區-華陰街44號,距台北車站站226公尺,12000
30,台北橋站一站到台北獨立門牌/可寵陽台套房,獨立套房 14坪 8F/27F,冠德美麗台北三重區-重新路一段,距台北橋站146公尺,20000
31,北醫通風佳地下天窗好屋+UBike,獨立套房 6坪 B1/7F,台北醫學院吳興街信義區-吳興街284巷,距麟光站504公尺,7500
32,門口UBIKE-信義北醫商圈通風佳套房,獨立套房 10坪 1F/7F,台北醫學院吳興街信義區-吳興街284巷,距麟光站504公尺,11800
33,土城裕民路台北巴黎社區溫馨獨立套房,獨立套房 8坪 4F/16F,台北巴黎土城區-裕民路259巷,距海山站702公尺,12000
34,台北公館大樓優選好屋,獨立套房 10坪 5F/11F,台北公館新店區-復興路10號,距大坪林站482公尺,15000
35,短期月租近台北車站臺大醫院旅館月租優選好屋,獨立套房 8坪 3F/11F,襄陽大樓中正區-襄陽路8號,距台大醫院站397公尺,15000
36,近台北科技大學，全新裝修整潔大方套房,獨立套房 7坪 12F/12F,XX中山區-松江路,距松江南京345公尺,11000
37,★松江市民台北市中心精華區美房★,獨立套房 5坪 2F/5F,中山區-松江路25巷,距松江南京498公尺,9880
38,近台北車站、包水電、生活便利、市場上方,獨立套房 5坪 4F/4F,中正區-重慶南路一段46巷,距台北車站站478公尺,10000
39,台北大學靜巷一樓套房+平面車位,獨立套房 7坪 1F/4F,國泰碧園芳鄰中山區-龍江路257巷,距中山國中站216公尺,20000
40,台北車站.短租.機能便利.包水電包網路,獨立套房 4坪 4F/9F,新豐大廈中正區-南陽街13號,距台北車站83公尺,15999
41,台北101對面基隆路2段144巷，捷運旁,獨立套房 3坪 2F/4F,大安區-基隆路二段144巷,距六張犁站592公尺,6900
42,台北101對面基隆路2段144巷，捷運旁,獨立套房 5坪 2F/4F,大安區-基隆路二段144巷,距六張犁站592公尺,8700
43,高網評#高品味#台北車站+西門町#月租優選好屋,獨立套房 9坪 4F/9F,博愛大樓中正區-博愛路36號,距台北車站站257公尺,19500
44,台北醫學院舒適套房學生套房,獨立套房 5坪 2F/10F,信義區-吳興街284巷,距麟光站704公尺,11500
45,近台北火車站全新精美套房出租優選好屋,獨立套房 5坪 5F/7F,中正區-延平南路21號,距北門站387公尺,11000
46,近台北車站/免爬樓梯/免追垃圾車/採光佳,獨立套房 7坪 8F/8F,中正區-南陽街,距台北車站163公尺,9500
47,近台北車站/大空間採光好/地點優/方正優選好屋,獨立套房 8坪 8F/8F,中正區-南陽街,距台北車站163公尺,14000
48,"台北醫學院2F,獨立套房,明亮安全優選好屋",獨立套房 5坪 2F/4F,信義區-吳興街284巷,距麟光站704公尺,11000
49,台北車站捷運站前的優質套房~,獨立套房 3.5坪 2F/5F,中正區-公園路20巷4號,距台北車站139公尺,8600
50,近101及台北醫學院全新液晶電視套房,獨立套房 5坪 5F/5F,信義區-吳興街284巷30弄77號,距麟光站587公尺,7000
51,電梯優質套房!台北車站3分鐘！優選好屋,獨立套房 6坪 4F/5F,大同區-太原路,距台北車站站386公尺,12500
52,"新屋,近台北,中山捷運,獨立套房",獨立套房 10坪 2F/2F,大同區-承德路一段67號,距中山站303公尺,18000
53,台北車站【五星飯店式】獨棟電梯~獨立套房優選好屋,獨立套房 8坪 3F/5F,中正區-延平北路一段69巷13號,距北門站163公尺,18000
54,台北車站對面電梯大樓獨立套房鄰近臺大醫院,獨立套房 14坪 15F/22F,國際觀光商業大樓中正區-忠孝西路一段,距台北車站144公尺,17000
55,近台北車站西門乾淨舒適大窗電梯大樓優選好屋,獨立套房 8坪 2F/8F,台灣設計師的家中正區-開封街一段90號,距北門站377公尺,19800
56,近迪化街商圈中興醫院台北車站寧夏夜市優選好屋,獨立套房 6坪 3F/3F,大同區-南京西路,距北門站524公尺,9500
57,台北捷運中山站套房出租,獨立套房 10坪 5F/5F,中山區-天津街,距中山站383公尺,12800
58,時尚台北~近捷運善導寺忠孝新生松江南京,獨立套房 7坪 4F/4F,中山區-長安東路一段77巷,距松江南京618公尺,14500
59,"近捷運台北車站,樓中樓優選好屋",獨立套房 樓中樓 7坪 2F/5F,大同區-華陰街44號,距台北車站站226公尺,12000
60,台北車站對面電梯大樓獨立套房鄰近臺大醫院,獨立套房 14坪 15F/22F,國際觀光商業大樓中正區-忠孝西路一段,距台北車站144公尺,17000
61,台北車站北門精緻電梯代收全含套房,獨立套房 5坪 6F/11F,大同區-南京西路,距台北車站站590公尺,16500
62,北門台北車站精緻電梯代收全含套房,獨立套房 5坪 6F/11F,大同區-南京西路,距台北車站站590公尺,13900
63,台北車站1分鐘.超便宜電梯套房.代收垃圾優選好屋,獨立套房 8.3坪 11F/12F,中正區-忠孝西路一段,距台北車站49公尺,7500~12000
64,台北市社會住宅-長安西路電梯套房,獨立套房 12坪 5F/11F,長安香檳大廈大同區-長安西路,距台北車站站364公尺,15000
65,台北車站明亮個人獨立套房(禁煙禁寵),獨立套房 8坪 3F/5F,中山區-中山北路一段96巷,距中山站373公尺,12000
66,台北車站/善導寺/中山站，套房，獨立洗曬,獨立套房 8坪 2F/5F,中山區-中山北路一段96巷,距中山站350公尺,14999
67,3樓近中山國中南京復興行天宮捷運台北大學優選好屋,獨立套房 6坪 3F/5F,中山區-錦州街,距中山國中站213公尺,10000
68,台北車站/小資首選/代收垃圾/機能優,獨立套房 6.5坪 4F/5F,大同區-長安西路,距台北車站站316公尺,10000
69,台北車站、中山站、寧夏夜市、採光佳、獨洗,獨立套房 7坪 4F/4F,大同區-重慶北路一段83巷,距台北車站站412公尺,12000
70,台北車站，全新裝潢，採光佳，機能強,獨立套房 6坪 5F/8F,大同區-天水路,距台北車站站466公尺,11500
71,台北車站，全新裝潢，限女，採光佳優選好屋,獨立套房 8坪 4F/4F,中山區-華陰街24巷,距台北車站342公尺,12499
72,套房可台北市戶籍長春國小大同國中長安國小,獨立套房 1坪 3F/3F,中山區-長春路,距松江南京391公尺,2000
73,台北市中心高級全新裝潢、優質設備(4),獨立套房 6坪 B1/7F,中原大樓中山區-吉林路154巷,距松江南京644公尺,10000
74,潘朵拉專業租賃~近捷運中山及台北車站,獨立套房 8.3坪 5F/6F,大同區-南京西路64巷,距中山站128公尺,17500
75,近捷運台北車站【景觀工作室】警衛★可登記,獨立套房 14坪 13F/27F,中正區-忠孝西路一段,距台北車站191公尺,19999
76,台北車站套房六鐵商圈重慶北有單獨廚房,獨立套房 8坪 2F/4F,大同區-重慶北路一段26巷,距台北車站站255公尺,15000
77,南京復興/台北大學/陽台美房/可寵炊刷卡優選好屋,獨立套房 7坪 3F/4F,中山區-長春路,距南京復興站624公尺,14800
78,新春優惠/南京復興/台北大學/陽台可炊寵,獨立套房 7坪 4F/4F,中山區-合江街20巷,距南京復興站614公尺,14500
79,捷運台北小巨蛋~室內優質大空間~代收垃圾,獨立套房 8坪 6F/6F,松山區-八德路三段158巷,距台北小巨蛋站610公尺,10000
80,一層一戶＊採光通風＊台北車站＊便利商店＊,獨立套房 9坪 2F/3F,大同區-重慶北路一段6號,距台北車站站125公尺,12000
81,台北車站、獨立洗衣機、採光套房、小資首選,獨立套房 7坪 4F/4F,大同區-重慶北路一段83巷,距台北車站站412公尺,12000
82,開封街一段溫馨套房，近台北車站補習街,獨立套房 6坪 3F/4F,中正區-開封街一段51號,距台北車站站336公尺,11000
83,台北車站3分鐘中山捷運5分鐘＊全新裝潢,獨立套房 10坪 3F/4F,大同區-太原路,距台北車站站371公尺,14000
84,台北車站【五星飯店式】獨棟電梯~獨立套房優選好屋,獨立套房 6坪 5F/5F,獨棟電梯~獨立套房大同區-延平北路一段69巷13號,距北門站255公尺,15000
85,台北車站/可工作室/可寵物大套房優選好屋,獨立套房 9坪 10F/11F,華富大廈大同區-延平北路一段51號,距台北車站站314公尺,18000
86,捷運中山站步行3分鐘台北車站步行7分鐘優選好屋,獨立套房 6坪 4F/4F,大同區-承德路二段1巷,距中山站212公尺,9000
87,樂活台北全新LV級西門町百萬裝潢電梯套房,獨立套房 5坪 2F/5F,萬華區-西寧南路82巷7號,距西門站283公尺,11000
88,台北市師大麗水精緻套房,獨立套房 9坪 4F/4F,大安區-金山南路二段185巷,距東門站510公尺,14500
89,台北士林福港(乾淨、安靜套房)-套房,獨立套房 6坪 1F/5F,士林區-福港街234巷5號,距劍潭站792公尺,9000
90,南京復興、高樓景觀、垃圾代收、乾濕分離,獨立套房 8坪 12F/12F,中山區-長安東路二段,距南京復興站544公尺,14000
91,松江南京/電梯/代收垃圾獨洗曬/可寵刷卡優選好屋,獨立套房 5坪 2F/4F,中山區-長安東路二段,距松江南京354公尺,9200
92,世貿101，鬧中取靜生活機能佳基隆路2段優選好屋,獨立套房 8坪 5F/5F,信義區-基隆路二段79巷,距台北101/世貿站520公尺,15000
93,飯店標準套房(無窗)近西門新春優惠價,獨立套房 5坪 11F/13F,路境行旅中正區-重慶南路一段86號,距台大醫院站442公尺,18000
94,松江新生光華商圈電梯美套,獨立套房 8.3坪 5F/12F,嘉正中山區-松江路27號,距忠孝新生站493公尺,16500
95,新裝潢近捷運大窗乾濕分離雙人床獨立洗衣機,獨立套房 8坪 2F/5F,中山區-松江路,距松江南京387公尺,11000
96,行天宮捷運時尚簡約明亮套房,獨立套房 8坪 5F/5F,中山區-松江路402巷,距行天宮站479公尺,11800
97,短租㊝松江南京站㊕包水電瓦斯管理㊒飯店式優選好屋,獨立套房 8坪 5F/12F,東昌大樓中山區-松江路,距松江南京15公尺,17999
98,松江民權商圈套房-行天宮站3號出口1分鐘,獨立套房 8坪 4F/5F,中山區-松江路313巷,距行天宮站278公尺,11000
99,捷運行天宮站電梯精品套房(限女性)優選好屋,獨立套房 7坪 6F/13F,中山區-松江路,距行天宮站78公尺,14300
100,捷運南京復興、雙敦靜巷、獨立門牌有陽台,獨立套房 8.8坪 3F/5F,敦化雅築松山區-八德路二段437巷,距南京復興站410公尺,19000
101,社宅/24H管理/近忠孝新生站三創/可炊優選好屋,獨立套房 6.5坪 12F/12F,好社區中山區-松江路,距松江南京347公尺,9375~15000
102,雙捷運交通樞紐區靜巷寬闊獨立套房,獨立套房 5坪 3F/3F,中山區-松江路46巷,距松江南京436公尺,11800
103,近台大醫院籃球場走路五分鐘,獨立套房 7坪 2F/4F,中正區-林森南路61巷15弄2號,距善導寺站548公尺,13200
104,松江商圈全新捷運優質套房(近行天宮站)優選好屋,獨立套房 5.5坪 3F/7F,中山區-松江路,距行天宮站417公尺,12500
105,近松山機場榮星花園超大空間客廳美房★慶霖,獨立套房 20坪 1F/5F,中山區-龍江路387巷10號,距中山國中站515公尺,15800
106,全新裝潢/一樓獨立進出/面綠樹/麟光5分,獨立套房 5坪 1F/5F,信義區-和平東路三段141巷63號,距六張犁站51公尺,15000
107,超搶手獨立套房捷運行天宮站全聯就在隔壁,獨立套房 10坪 9F/12F,中山區-松江路328號,距行天宮站94公尺,19000
108,永康街鼎泰豐對面靜巷東門溫馨大套房優選好屋,獨立套房 8坪 5F/5F,中正區-臨沂街71巷,距東門站165公尺,12000
109,信義區套房捷運30秒交通方便環境單純,獨立套房 7坪 3F/5F,信義區-和平東路三段,距麟光站48公尺,9500
110,"懷寧園邸,館前城中,公園套房,台大捷運",獨立套房 6坪 2F/10F,懷寧園邸中正區-懷寧街76號,距台大醫院站352公尺,15000
111,超優質捷運1分鐘採光佳(獨立陽台洗衣機)優選好屋,獨立套房 7.5坪 4F/5F,信義區-和平東路三段435巷,距麟光站124公尺,11000
112,東門站5分鐘~優質套房,獨立套房 7坪 1F/4F,中正區-杭州南路一段111巷,距東門站444公尺,19300
113,東門捷運-永康商圈-59巷xx號3樓優選好屋,獨立套房 8坪 3F/4F,中正區-臨沂街,距忠孝新生站391公尺,14000
114,近捷運東門站◆超值套房◆空間大採光佳,獨立套房 10坪 5F/6F,依社區中正區-杭州南路一段101巷,距東門站407公尺,13998
115,東門站、永康商圈、陽台、可炊、採光佳宜,獨立套房 8坪 3F/3F,中正區-臨沂街57巷,距忠孝新生站489公尺,20000
116,艾登/衡陽路/無曬衣空間/電梯套房/可寵優選好屋,獨立套房 7.5坪 4F/7F,中正區-衡陽路,距西門站286公尺,12200
117,採光美妝大套房，南京復興站步行4分鐘,獨立套房 8坪 5F/5F,中山區-遼寧街63巷27號,距南京復興站378公尺,13000
118,全新粉刷整修.松江南京站.吉林路南京東路,獨立套房 8坪 1F/5F,中山區-松江路,no info,12500
119,"捷運東門站獨立電梯套房,交通方便",獨立套房 4坪 2F/6F,東門小金悅中正區-金山南路一段110巷,距東門站325公尺,11000
120,207巷6弄1號6F優選好屋,獨立套房 9坪 6F/6F,信義區-和平東路三段207巷6弄1號,距六張犁站35公尺,16500
121,捷運麟光⭐採光套房⭐垃圾代收⭐獨立洗衣機優選好屋,獨立套房 6坪 5F/5F,信義區-和平東路三段416巷,距麟光站120公尺,11998
122,捷運南京復興⭐溫馨套房⭐有電梯⭐垃圾代收,獨立套房 6坪 6F/12F,松山區-八德路二段,距南京復興站546公尺,16000
123,南京復興捷運、全新裝潢、電梯/包裹代收,獨立套房 9坪 3F/7F,中山區-龍江路,距南京復興站201公尺,16999
124,免仲介費！六張犁，垃圾代收，獨立洗衣機優選好屋,獨立套房 6坪 5F/5F,信義區-和平東路三段,距六張犁站314公尺,11000
125,捷運松江南京2分◆超值套房◆設備齊地點優,獨立套房 7坪 4F/4F,中山區-松江路100巷,距松江南京231公尺,11598
126,捷運忠孝復興5分◆電梯套房◆有浴缸採光佳,獨立套房 8坪 6F/7F,依社區松山區-八德路二段410巷,距台北小巨蛋站648公尺,14999
127,捷運❤免爬高❤大陽台❤台電錶❤貓,獨立套房 10坪 2F/3F,LINE請加@house989中山區-松江路362巷,距行天宮站257公尺,15000
128,捷運東門站3分◆超值套房◆絕佳採光空間大,獨立套房 8坪 3F/4F,中正區-臨沂街59巷,距東門站366公尺,13998
129,"信義區麟光捷運套房,短租另談優選好屋",獨立套房 15坪 3F/5F,和平藝墅信義區-和平東路三段391巷20弄43號,距麟光站341公尺,17000
130,交通樞紐👍️👍️靜幽套房,獨立套房 7坪 3F/3F,中山區-松江路46巷,距松江南京436公尺,11800
131,忠孝新生/便宜超值/位子好/分離式冷氣w,獨立套房 5坪 3F/3F,中山區-松江路46巷,距松江南京436公尺,11798
132,中山國中/機車位/獨洗獨曬/新整內裝w,獨立套房 9坪 1F/5F,中山區-復興北路231巷,距南京復興站472公尺,12499
133,中山國中/新家具大空間/獨曬/新整內裝w,獨立套房 9坪 1F/5F,中山區-復興北路231巷,距南京復興站472公尺,11999
134,忠孝復興/微風、台安醫院、優質美套、浴缸,獨立套房 8坪 6F/7F,松山區-八德路二段410巷,距樂炸特區FUNNYFRIEDZONE583公尺,15000
135,★捷運松江南京★代收垃圾★短租另議★凸窗,獨立套房 7坪 4F/4F,中山區-建國北路一段,no info,12000
136,"101捷運站五分鐘，通化夜市兩分鐘,",獨立套房 7坪 2F/5F,信義區-基隆路二段,距信義安和站633公尺,8500
137,含水清潔管理雙捷採光優松江長安二人世界優選好屋,獨立套房 10坪 7F/12F,嘉正大樓中山區-松江路27號,距松江南京511公尺,18500
138,捷運麟光站舒適經濟套房,獨立套房 5坪 4F/4F,信義區-和平東路三段391巷,距麟光站147公尺,7800
139,麟光站精緻套房(寵物:限貓咪)優選好屋,獨立套房 10坪 2F/4F,信義區-和平東路三段435巷,距麟光站67公尺,12500
140,麟光站一分鐘、獨立洗、垃圾代收、裝潢,獨立套房 7坪 5F/5F,信義區-和平東路三段416巷,距麟光站228公尺,11700
141,東門捷運，大坪數靜巷套房/採光佳/限女,獨立套房 8坪 3F/4F,中正區-臨沂街59巷,距東門站373公尺,13999
142,優質潔靜女生套房出租(新職人佳選)優選好屋,獨立套房 6坪 4F/4F,中山區-龍江路292巷,距中山國中站419公尺,8600
143,*六張犁*獨立洗衣機，垃圾代收，超值套房優選好屋,獨立套房 6坪 5F/5F,信義區-和平東路三段,距六張犁站314公尺,10999
144,*麟光站*垃圾袋收*獨立洗衣機*精美套房,獨立套房 6坪 5F/5F,信義區-和平東路三段416巷,距麟光站120公尺,12000
145,*南京復興站*垃圾代收，電梯精美套房,獨立套房 6坪 6F/12F,.松山區-八德路二段,距南京復興站536公尺,16000
146,近南京復興、優質套房、可開火、安靜,獨立套房 5坪 6F/12F,松山區-八德路二段,距南京復興站546公尺,16000
147,中山國中，新裝潢，免爬高，限女，垃圾代收,獨立套房 7.5坪 2F/5F,中山區-復興北路514巷,距中山國中站613公尺,13299
148,近捷運站鬧中取靜生活機能佳優選好屋,獨立套房 9坪 4F/4F,中山區-復興北路320巷,距中山國中站175公尺,12500
149,近雙捷運(南京松江捷運站)生活機能佳,獨立套房 12坪 2F/5F,中山區-松江路108巷20號,距松江南京251公尺,16000
150,207巷6弄1號6F優選好屋,獨立套房 9坪 6F/6F,信義區-和平東路三段207巷6弄1號,距六張犁站35公尺,16500
151,捷運麟光⭐採光套房⭐垃圾代收⭐獨立洗衣機優選好屋,獨立套房 6坪 5F/5F,信義區-和平東路三段416巷,距麟光站120公尺,11998
152,捷運南京復興⭐溫馨套房⭐有電梯⭐垃圾代收,獨立套房 6坪 6F/12F,松山區-八德路二段,距南京復興站546公尺,16000
153,南京復興捷運、全新裝潢、電梯/包裹代收,獨立套房 9坪 3F/7F,中山區-龍江路,距南京復興站201公尺,16999
154,免仲介費！六張犁，垃圾代收，獨立洗衣機優選好屋,獨立套房 6坪 5F/5F,信義區-和平東路三段,距六張犁站314公尺,11000
155,捷運松江南京2分◆超值套房◆設備齊地點優,獨立套房 7坪 4F/4F,中山區-松江路100巷,距松江南京231公尺,11598
156,捷運忠孝復興5分◆電梯套房◆有浴缸採光佳,獨立套房 8坪 6F/7F,依社區松山區-八德路二段410巷,距台北小巨蛋站648公尺,14999
157,捷運❤免爬高❤大陽台❤台電錶❤貓,獨立套房 10坪 2F/3F,LINE請加@house989中山區-松江路362巷,距行天宮站257公尺,15000
158,捷運東門站3分◆超值套房◆絕佳採光空間大,獨立套房 8坪 3F/4F,中正區-臨沂街59巷,距東門站366公尺,13998
159,"信義區麟光捷運套房,短租另談優選好屋",獨立套房 15坪 3F/5F,和平藝墅信義區-和平東路三段391巷20弄43號,距麟光站341公尺,17000
160,交通樞紐👍️👍️靜幽套房,獨立套房 7坪 3F/3F,中山區-松江路46巷,距松江南京436公尺,11800
161,忠孝新生/便宜超值/位子好/分離式冷氣w,獨立套房 5坪 3F/3F,中山區-松江路46巷,距松江南京436公尺,11798
162,中山國中/機車位/獨洗獨曬/新整內裝w,獨立套房 9坪 1F/5F,中山區-復興北路231巷,距南京復興站472公尺,12499
163,中山國中/新家具大空間/獨曬/新整內裝w,獨立套房 9坪 1F/5F,中山區-復興北路231巷,距南京復興站472公尺,11999
164,忠孝復興/微風、台安醫院、優質美套、浴缸,獨立套房 8坪 6F/7F,松山區-八德路二段410巷,距樂炸特區FUNNYFRIEDZONE583公尺,15000
165,★捷運松江南京★代收垃圾★短租另議★凸窗,獨立套房 7坪 4F/4F,中山區-建國北路一段,no info,12000
166,"101捷運站五分鐘，通化夜市兩分鐘,",獨立套房 7坪 2F/5F,信義區-基隆路二段,距信義安和站633公尺,8500
167,含水清潔管理雙捷採光優松江長安二人世界優選好屋,獨立套房 10坪 7F/12F,嘉正大樓中山區-松江路27號,距松江南京511公尺,18500
168,捷運麟光站舒適經濟套房,獨立套房 5坪 4F/4F,信義區-和平東路三段391巷,距麟光站147公尺,7800
169,麟光站精緻套房(寵物:限貓咪)優選好屋,獨立套房 10坪 2F/4F,信義區-和平東路三段435巷,距麟光站67公尺,12500
170,麟光站一分鐘、獨立洗、垃圾代收、裝潢,獨立套房 7坪 5F/5F,信義區-和平東路三段416巷,距麟光站228公尺,11700
171,東門捷運，大坪數靜巷套房/採光佳/限女,獨立套房 8坪 3F/4F,中正區-臨沂街59巷,距東門站373公尺,13999
172,優質潔靜女生套房出租(新職人佳選)優選好屋,獨立套房 6坪 4F/4F,中山區-龍江路292巷,距中山國中站419公尺,8600
173,*六張犁*獨立洗衣機，垃圾代收，超值套房優選好屋,獨立套房 6坪 5F/5F,信義區-和平東路三段,距六張犁站314公尺,10999
174,*麟光站*垃圾袋收*獨立洗衣機*精美套房,獨立套房 6坪 5F/5F,信義區-和平東路三段416巷,距麟光站120公尺,12000
175,*南京復興站*垃圾代收，電梯精美套房,獨立套房 6坪 6F/12F,.松山區-八德路二段,距南京復興站536公尺,16000
176,近南京復興、優質套房、可開火、安靜,獨立套房 5坪 6F/12F,松山區-八德路二段,距南京復興站546公尺,16000
177,中山國中，新裝潢，免爬高，限女，垃圾代收,獨立套房 7.5坪 2F/5F,中山區-復興北路514巷,距中山國中站613公尺,13299
178,近捷運站鬧中取靜生活機能佳優選好屋,獨立套房 9坪 4F/4F,中山區-復興北路320巷,距中山國中站175公尺,12500
179,近雙捷運(南京松江捷運站)生活機能佳,獨立套房 12坪 2F/5F,中山區-松江路108巷20號,距松江南京251公尺,16000
180,"近世貿101,優質居家環境,上班方便!優選好屋",獨立套房 9.5坪 2F/7F,信義區-吳興街156巷,距台北101/世貿站490公尺,16500
181,全新.中山國中站.可報稅.明亮設計套房優選好屋,獨立套房 8坪 4F/5F,松山區-復興北路,距中山國中站555公尺,18888
182,回家就是度假--加勒比海松菸文創捷運套房,獨立套房 10坪 4F/4F,松山區-光復南路33巷,距國父紀念館站604公尺,18500
183,附傢俱套房裝潢新近中山國中捷運站,獨立套房 7坪 4F/5F,敦北華城松山區-復興北路231巷,距南京復興站439公尺,14000
184,全新.中山國中站.可報稅.明亮單人套房優選好屋,獨立套房 8坪 4F/5F,松山區-復興北路,距中山國中站555公尺,18888
185,短租可議捷運套房舒適溫馨,獨立套房 6坪 5F/5F,中正區-忠孝東路二段,距善導寺站412公尺,12000
186,捷運南京復興站5分【秒殺獨戶】精緻大空間,獨立套房 11坪 4F/7F,松山區-南京東路三段335巷,距南京復興站298公尺,19999
187,忠孝復興站.限女性.有垃圾代收.外推窗台優選好屋,獨立套房 6坪 4F/4F,大安區-敦化南路一段160巷,距樂炸特區FUNNYFRIEDZONE147公尺,11999
188,世貿精緻套房出租優選好屋,獨立套房 6坪 4F/4F,信義區-吳興街110號,距台北101/世貿站367公尺,12000
189,"近六張犁捷運站,靜巷獨立套房",獨立套房 6坪 3F/4F,信義區-崇德街63巷,距六張犁站213公尺,13000
190,"全新裝潢,設備齊全柔和燈光,視覺感覺超棒",獨立套房 12坪 2F/5F,中正區-沅陵街26號,距西門站408公尺,16000
191,忠孝東路，SOGO後方，鬧中取靜的好所在優選好屋,獨立套房 7坪 5F/5F,大安區-忠孝東路三段276巷,距忠孝復興站171公尺,11500
192,大巨蛋旁單身套房,獨立套房 5坪 3F/4F,快樂屋松山區-光復南路57巷,距南京三民站642公尺,9000
193,北醫吳興街一樓庭院獨立套房,獨立套房 5坪 1F/5F,信義區-吳興街284巷,距麟光站691公尺,9200
194,吳興街284巷近世貿/北醫大套房出租,獨立套房 9坪 1F/5F,信義區-吳興街284巷19弄3號,距麟光站757公尺,14500
195,忠孝新生站2分鐘/天然瓦斯/冷暖空調優選好屋,獨立套房 7坪 4F/5F,大安區-仁愛路三段5巷,距忠孝新生站314公尺,17500
196,"近捷運雨天可曬衣服,要爬樓梯，靜音冷氣優選好屋",獨立套房 6坪 5F/5F,中正區-齊東街14號,距忠孝新生站370公尺,9200
197,❤東區❤電梯❤磁卡進出❤代收垃圾,獨立套房 7坪 3F/5F,以現場為主大安區-敦化南路一段177巷,距忠孝敦化站176公尺,14500
198,一樓獨立水泥隔間套房(標示為實坪)優選好屋,獨立套房 6坪 1F/4F,信義區-吳興街50巷,距台北101/世貿站463公尺,12000
